High_Requirements,Low_Requirements,Instruction
The system shall improve accessibility of online clinical information and results,The system shall provide the ability for a user to whom a result is presented to acknowledge the result,"Definition: In this task, describe how a user can acknowledge a presented result.
Emphasis & Caution: Acknowledgment must be explicitly recorded.
Things to Avoid: Do not assume automatic acknowledgment."
The system shall improve accessibility of online clinical information and results,The system shall provide the ability to receive and store general laboratory results (includes ability to differentiate preliminary results and final results and the ability to process a corrected result),"Definition: In this task, describe how the system receives and stores laboratory results, including preliminary, final, and corrected results.
Emphasis & Caution: Clearly differentiate result statuses.
Things to Avoid: Do not overwrite prior results without status tracking."
The system shall improve accessibility of online clinical information and results,The HIE shall support the ability of consumers to request and receive access and disclosure reports which identify HIE users who have viewed ,"Definition: In this task, describe how consumers can request and receive access and disclosure reports identifying HIE users who viewed records.
Emphasis & Caution: Reports must list viewing users.
Things to Avoid: Do not omit user identities."
The system shall include Standard Laboratory and Medication orderable files,The system shall provide the ability to maintain medication ordering dates,"Definition: In this task, describe how the system maintains medication ordering dates.
Emphasis & Caution: Dates must be accurate and preserved.
Things to Avoid: Do not auto-change original order dates."
The system shall include Standard Laboratory and Medication orderable files,The system shall provide the ability to send an order for a laboratory test,"Definition: In this task, describe how the system sends laboratory test orders.
Emphasis & Caution: Ensure the order is transmitted successfully.
Things to Avoid: Do not store orders without sending."
The system shall include Standard Laboratory and Medication orderable files,The system shall provide a means to document a description of a medication and medication purpose when the medication name is unknown,"Definition: In this task, describe how the system documents medication description and purpose when the medication name is unknown.
Emphasis & Caution: Capture both description and purpose.
Things to Avoid: Do not require a known medication name."
The system shall include Standard Laboratory and Medication orderable files,The system shall relate medication allergies to medications to facilitate allergy checking decision support for medication orders,"Definition: In this task, describe how the system links medication allergies to medications for allergy checking decision support.
Emphasis & Caution: Ensure linkage supports alerting.
Things to Avoid: Do not treat allergies as unlinked data."
The system shall include Standard Laboratory and Medication orderable files,The system shall update the appropriate medication list with the prescribed medications,"Definition: In this task, describe how the system updates the medication list with prescribed medications.
Emphasis & Caution: Keep the list current.
Things to Avoid: Do not leave prescribed medications unrecorded."
The system shall include Standard Laboratory and Medication orderable files,The system shall have the ability to report on the ordering of nonformulary medications,"Definition: In this task, describe how the system reports on nonformulary medication orders.
Emphasis & Caution: Identify nonformulary status clearly.
Things to Avoid: Do not mix formulary and nonformulary data."
The system shall include Standard Laboratory and Medication orderable files,The system shall provide the ability to configure orders within order sets with default order details,"Definition: In this task, describe how the system configures orders within order sets using default order details.
Emphasis & Caution: Default details must auto-populate.
Things to Avoid: Do not require manual entry for defaults."
The system shall include Standard Laboratory and Medication orderable files,The system shall provide the ability to document complex medication orders that include dosing based on either physical status or laboratory values,"Definition: In this task, describe how the system documents complex medication orders with dosing based on physical status or lab values.
Emphasis & Caution: Support both physical and laboratory-based dosing.
Things to Avoid: Do not limit dosing to fixed amounts only."
The system shall include Standard Laboratory and Medication orderable files,The system shall provide the ability to include in an order set order types including but not limited to medications,"Definition: In this task, describe how the system includes multiple order types within an order set, including medications.
Emphasis & Caution: Support diverse order types.
Things to Avoid: Do not restrict order sets to a single type."
The system shall include a graphing feature to allow users to view lab test results and vital signs in a graph,The system shall provide the ability to create hardcopy and electronic report summary information (procedures,"Definition: In this task, describe how the system creates hardcopy and electronic report summary information.
Emphasis & Caution: Support both output formats.
Things to Avoid: Do not generate summaries in only one format."
The system shall include capabilities for ordering laboratory tests and reviewing results,The system shall provide the ability to display non-numeric current and historical test results as textual data,"Definition: In this task, describe how the system displays non-numeric current and historical test results as text.
Emphasis & Caution: Preserve textual results accurately.
Things to Avoid: Do not force numeric formatting."
The system shall include capabilities for ordering laboratory tests and reviewing results,The system shall provide the ability to display user created instructions and/or prompts when ordering diagnostic tests or procedures,"Definition: In this task, describe how the system displays user-created instructions or prompts during diagnostic test or procedure ordering.
Emphasis & Caution: Instructions must appear at order time.
Things to Avoid: Do not hide or omit user-defined prompts."
The system shall include capabilities for ordering laboratory tests and reviewing results,The system shall provide the ability to filter or sort results by type of test and test date,"Definition: In this task, describe how the system filters or sorts results by test type and test date.
Emphasis & Caution: Support both filtering and sorting.
Things to Avoid: Do not lock results in a fixed order."
The system shall include capabilities for ordering laboratory tests and reviewing results,The system shall provide the ability to order diagnostic tests,"Definition: In this task, describe how the system allows users to order diagnostic tests.
Emphasis & Caution: Ensure orders are properly captured.
Things to Avoid: Do not restrict ordering capability."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall have the ability to provide electronic communication between prescribers and pharmacies or other intended recipients of the medication order,"Definition: In this task, describe how the system provides electronic communication for medication orders between prescribers and pharmacies or other recipients.
Emphasis & Caution: Communication must be electronic and secure.
Things to Avoid: Do not rely on manual or paper-only methods."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall provide the ability to allow the user to configure prescriptions to incorporate fixed text according to the user's specifications and to customize the printed output of the prescription,"Definition: In this task, describe how the system lets users configure prescriptions with fixed text and customize printed prescription output.
Emphasis & Caution: Allow user-defined text and layout.
Things to Avoid: Do not lock prescription text or format."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall provide the ability to create prescription or other medication orders with sufficient information for correct filling and dispensing by a pharmacy,"Definition: In this task, create a prescription or medication order that includes all information required for accurate pharmacy filling and dispensing.
Emphasis & Caution: Ensure completeness and clarity of medication details.
Things to Avoid: Missing required prescription fields."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall provide the ability to display the associated problem or diagnosis (indication) on the printed prescription,"Definition: In this task, display the related problem or diagnosis on the printed prescription.
Emphasis & Caution: Match the indication correctly to the prescription.
Things to Avoid: Displaying unrelated or incorrect diagnoses."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall provide the ability to identify pharmacies that can receive prescriptions electronically,"Definition: In this task, identify pharmacies capable of receiving electronic prescriptions.
Emphasis & Caution: Confirm electronic receipt capability.
Things to Avoid: Listing pharmacies without e-prescribing support."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall provide the ability to print and electronically fax prescriptions,"Definition: In this task, generate prescriptions that can be printed and sent via electronic fax.
Emphasis & Caution: Ensure print and fax outputs are readable.
Things to Avoid: Creating formats incompatible with printing or faxing."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall provide the ability to receive and display information received through electronic prescription eligibility checking,"Definition: In this task, receive and display data returned from electronic prescription eligibility checks.
Emphasis & Caution: Show received information accurately and completely.
Things to Avoid: Omitting or altering returned eligibility data."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall provide the ability to re-print and re-fax prescriptions,"Definition: In this task, re-print and re-fax existing prescriptions as needed.
Emphasis & Caution: Use the original prescription content without changes.
Things to Avoid: Modifying prescription details during reprint or refax."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall provide the ability to send an electronic prescription to pharmacy,"Definition: In this task, send an electronic prescription directly to a pharmacy.
Emphasis & Caution: Verify the correct pharmacy is selected.
Things to Avoid: Sending prescriptions to unintended recipients."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall provide the ability to send electronic prescription to pharmacy including structured and coded SIG instructions,"Definition: In this task, send an electronic prescription including structured and coded SIG instructions.
Emphasis & Caution: Use standardized and coded SIG formats.
Things to Avoid: Free-text or unstructured SIG instructions."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall provide the ability to submit prescriptions electronically,"Definition: In this task, submit prescriptions electronically through the system.
Emphasis & Caution: Confirm successful electronic submission.
Things to Avoid: Leaving submissions incomplete or unconfirmed."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall capture user and date stamp for all prescription related events,"Definition: In this task, record the user identity and date for every prescription-related action.
Emphasis & Caution: Capture both user and timestamp for all events.
Things to Avoid: Missing or inaccurate audit records."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall provide a means to create outpatient prescriptions for durable items and equipment that require prescriptions,"Definition: In this task, create an outpatient prescription for durable medical items or equipment that require a prescription.
Emphasis & Caution: Include item details required for dispensing.
Things to Avoid: Creating prescriptions for items that do not require one."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The HIE SHALL have the ability to Respond to a request for a prescription change from a pharmacy using NCPDP Script 8.1 (RXCHG,"Definition: In this task, respond to a pharmacy request for a prescription change using NCPDP Script 8.1 (RXCHG).
Emphasis & Caution: Use the correct NCPDP Script 8.1 format.
Things to Avoid: Responding with unsupported standards."
The system shall indicate problems with inactive codes have the ?#? symbol in the status column,The system shall provide the ability to display inactive and/or resolved problems,"Definition: In this task, display problems that are inactive and/or resolved.
Emphasis & Caution: Clearly distinguish inactive or resolved status.
Things to Avoid: Showing them as active problems."
The system shall indicate problems with inactive codes have the ?#? symbol in the status column,The system shall provide for the ability to identify patients by status e.g. active,"Definition: In this task, identify patients by status such as active.
Emphasis & Caution: Use the correct patient status label.
Things to Avoid: Mislabeling patient status."
The system shall indicate that the record is sensitive and may only be viewed by authorized users,System should have the ability to prevent sensitive diagnoses from being viewed,"Definition: In this task, restrict viewing of sensitive diagnoses.
Emphasis & Caution: Ensure access controls are enforced.
Things to Avoid: Displaying sensitive diagnoses to unauthorized users."
The system shall integrate all components of the patient record to provide comprehensive and intelligent clinical information access and reporting,The system shall provide the ability to create hardcopy and electronic report summary information (procedures,"Definition: In this task, generate hardcopy and electronic summary reports for procedures.
Emphasis & Caution: Ensure summaries are complete and readable.
Things to Avoid: Omitting required report information."
The system shall only auto-select(highlights in blue and places that entry in the field) a patient name if the user types enough characters to uniquely identify a name in the list,When sending user identity information between HIEs,"Definition: In this task, transmit user identity information between HIEs.
Emphasis & Caution: Maintain accuracy and security of identity data.
Things to Avoid: Sending incomplete or incorrect identity information."
The system shall provide a platform for building interfaces to external lab services enabling automated order entry and results reporting,The system shall provide the ability to accept,"Definition: In this task, accept incoming data as supported by the system.
Emphasis & Caution: Validate accepted data before use.
Things to Avoid: Accepting unsupported or invalid data."
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed,The system shall provide the ability for a user to select an order for a medication and exit the process of creating the order at some point prior to completion such that another user can access the order for subsequent review and completion,"Definition: In this task, allow a user to save an incomplete medication order so another user can later review and complete it.
Emphasis & Caution: Preserve the order state without loss.
Things to Avoid: Forcing completion or deleting the order."
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed,The system shall provide end-users the ability to browse or search for medications by therapeutic class when ordering a medication,"Definition: In this task, browse or search medications by therapeutic class during ordering.
Emphasis & Caution: Ensure correct therapeutic class grouping.
Things to Avoid: Listing medications under incorrect classes."
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed,The system shall provide end-users with the ability to browse or search for a drug by therapeutic class when ordering a medication,"Definition: In this task, browse or search for a medication by therapeutic class during medication ordering.
Emphasis & Caution: Select the correct therapeutic class.
Things to Avoid: Searching outside therapeutic class categories."
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed,The system shall provide the ability to present medications to be administered over a selectable date/time range,"Definition: In this task, present medications scheduled for administration within a selected date and time range.
Emphasis & Caution: Apply the correct date/time range.
Things to Avoid: Displaying medications outside the selected range."
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed,The system shall provide the ability to select order details including strength,"Definition: In this task, select medication order details such as strength.
Emphasis & Caution: Ensure the selected strength is accurate.
Things to Avoid: Leaving required order details unselected."
The system shall provide a way to limit the users or sites that have access to remote retrievable data,The system shall enforce a limit of (configurable) consecutive invalid access attempts by a user,"Definition: In this task, enforce a configurable limit on consecutive invalid user access attempts.
Emphasis & Caution: Trigger enforcement after the set limit is reached.
Things to Avoid: Allowing unlimited invalid attempts."
The system shall provide a way to limit the users or sites that have access to remote retrievable data,The HIE shall have remote access controls,"Definition: In this task, apply remote access controls for HIE system access.
Emphasis & Caution: Restrict access based on defined rules.
Things to Avoid: Allowing unauthorized remote access."
The system shall provide an open source integration platform to build interfaces to Billing/Practice Management systems,The system shall provide the ability to receive patient registration data from an internal practice management system,"Definition: In this task, receive patient registration data from an internal practice management system.
Emphasis & Caution: Ensure data is correctly mapped and complete.
Things to Avoid: Dropping or misaligning patient data fields."
The system shall provide an open source integration platform to build interfaces to Billing/Practice Management systems,The system shall provide the ability to receive,"Definition: In this task, receive incoming data supported by the system.
Emphasis & Caution: Validate received data before use.
Things to Avoid: Accepting unsupported or malformed data."
The system shall provide an option to so a user can quickly set up orders for frequently placed orders,The system shall provide the ability for a clinician to save frequently used,"Definition: In this task, allow a clinician to save frequently used items for reuse.
Emphasis & Caution: Save items exactly as selected.
Things to Avoid: Altering saved items automatically."
The system shall provide tools for creating business rules that apply to documents used by members of such groups,The system shall provide the ability to display CCD documents,"Definition: In this task, display CCD documents to the user.
Emphasis & Caution: Ensure the document is fully readable.
Things to Avoid: Displaying incomplete or corrupted CCDs."
The system shall require a user to review and sign changed if a user has just entered orders or documents that are unsigned,At each change in level of care (to ICU,"Definition: In this task, record actions at each change in level of care.
Emphasis & Caution: Capture each level change event.
Things to Avoid: Missing or skipping level-of-care changes."
The system shall require handwritten signatures for outpatient medication orders of schedule 2 and schedule 2n controlled substances due to DEA policy,The system shall provide the ability to cosign a note and record the date and time of signature,"Definition: In this task, co-sign a note and record the signature date and time.
Emphasis & Caution: Ensure both signer and timestamp are captured.
Things to Avoid: Saving a co-sign without date or time."
The system shall require handwritten signatures for outpatient medication orders of schedule 2 and schedule 2n controlled substances due to DEA policy,The system shall provide a means to create outpatient prescriptions for durable items and equipment that require prescriptions,"Definition: In this task, create an outpatient prescription for durable items or equipment that require a prescription.
Emphasis & Caution: Include required item and prescription details.
Things to Avoid: Creating prescriptions for non-prescription items."
The system shall require handwritten signatures for outpatient medication orders of schedule 2 and schedule 2n controlled substances due to DEA policy,The system shall provide a means to create outpatient prescriptions with detail adequate for correct filling and administration,"Definition: In this task, create an outpatient prescription with sufficient detail for correct filling and administration.
Emphasis & Caution: Ensure dosage, route, and instructions are complete.
Things to Avoid: Submitting incomplete prescriptions."
The system shall require handwritten signatures for outpatient medication orders of schedule 2 and schedule 2n controlled substances due to DEA policy,The system shall send Current Medication List and Discharge Medications (patient home medications and medications prescribed upon discharge) to outpatient documentation sources (e.g.,"Definition: In this task, send the current medication list and discharge medications to outpatient documentation systems.
Emphasis & Caution: Include both home and discharge medications.
Things to Avoid: Sending partial medication lists."
The system shall require the entry of an access code and a verify code to gain access to the system,If role-based access control (RBAC) is supported,"Definition: In this task, enforce role-based access control if RBAC is enabled.
Emphasis & Caution: Apply permissions based on user role.
Things to Avoid: Granting access beyond assigned roles."
The system shall stored the names of users who view remote data in the remote site's database,The HIE shall have remote access controls,"Definition: In this task, apply remote access controls for HIE access.
Emphasis & Caution: Enforce security rules for remote users.
Things to Avoid: Allowing unrestricted remote access."
The system shall support audit capability,The system shall provide the ability to audit the date/time and user of each instance when a patient chart is printed by the system,"Definition: In this task, audit and record the user and date/time each time a patient chart is printed.
Emphasis & Caution: Log every print event.
Things to Avoid: Missing or incomplete audit entries."
The system shall support audit capability,The system shall provide the ability to log outgoing information exchange in an auditable form,"Definition: In this task, log all outgoing information exchanges in an auditable format.
Emphasis & Caution: Ensure logs are complete and traceable.
Things to Avoid: Sending data without audit logging."
The system shall support audit capability,When access to a chart is restricted and the break the glass has occurred,"Definition: In this task, record access events when restricted chart access is overridden using break-the-glass.
Emphasis & Caution: Capture user, time, and reason.
Things to Avoid: Allowing undocumented break-the-glass access."
The system shall support the requirements for codified data specified by the DOQ-IT quality improvement measures,The system shall have the capacity to retain all recorded data in the production data base or archive for the minimum required per law,"Definition: In this task, retain all recorded data in production or archive storage for the legally required period.
Emphasis & Caution: Meet minimum legal retention requirements.
Things to Avoid: Deleting data before the required retention period."
The system shall support the requirements for codified data specified by the DOQ-IT quality improvement measures,The system shall provide an administrative function allowing an administrator to set rules for data retention,"Definition: In this task, configure administrative rules for data retention.
Emphasis & Caution: Ensure rules meet legal requirements.
Things to Avoid: Setting undefined or conflicting rules."
The system shall timeout after a period of inactivity,The system shall be able to detect security-relevant events that it mediates and generate audit records for them. At a minimum the events shall include: start/stop,"Definition: In this task, detect security-relevant system events and generate audit records for them.
Emphasis & Caution: At minimum, capture system start and stop events.
Things to Avoid: Failing to log required security events."
The system shall update diagnostic and procedure codes used for billing purposes so codes are applicable at the time the service was provided,The system shall provide the ability to link procedure data with patient diagnosis,"Definition: In this task, link procedure data to the correct patient diagnosis.
Emphasis & Caution: Ensure accurate patient and diagnosis matching.
Things to Avoid: Linking procedures to incorrect diagnoses."
The system shall use patient lists allow a person to quickly locate patients without going through all the patients in the list,The system shall be able to identify all patients on a specific medication,"Definition: In this task, identify all patients who are taking a specific medication.
Emphasis & Caution: Use up-to-date medication data.
Things to Avoid: Including patients not on the medication."
The system will abort when the user tries to login if tabs are not assigned to the user in their NEW PERSON file or if the RESTRICT PATIENT SELECTION prompt does not contain a Yes or No,The system shall protect against further,"Definition: In this task, protect the system from further unauthorized or harmful actions.
Emphasis & Caution: Apply appropriate protective controls.
Things to Avoid: Leaving vulnerabilities unaddressed."
The system will provide the ability to register patients of all types,The system shall provide the ability to send data to register a patient in a clinical trial,"Definition: In this task, send required data to register a patient for a clinical trial.
Emphasis & Caution: Ensure patient data is complete and accurate.
Things to Avoid: Sending incomplete or incorrect registration data."
The system will provide the ability to register patients of all types,The system shall capture demographic information as part of the patient record. Demographic information,"Definition: In this task, capture demographic information as part of the patient record.
Emphasis & Caution: Record required demographic fields accurately.
Things to Avoid: Leaving mandatory demographic fields blank."
The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs,The system shall have the ability to provide access to patient-specific test and procedure instructions that can be customized by the physician or health organization these instructions are to be given to the filler of the order. These instructions may reside within the system or be provided through links to external sources,"Definition: In this task, provide access to customizable patient-specific test and procedure instructions for order fillers.
Emphasis & Caution: Ensure instructions match the specific order.
Things to Avoid: Showing incorrect or generic instructions."
The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs,The system shall have the ability to provide access to patient-specific test and procedure instructions that can be customized by the physician or health organization these instructions are to be given to the patient. These instructions may reside within the system or be provided through links to external sources,"Definition: In this task, provide access to customizable patient-specific test and procedure instructions for patients.
Emphasis & Caution: Ensure instructions are clear and patient-appropriate.
Things to Avoid: Exposing filler-only instructions to patients."
The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs,The system shall have the ability to provide access to test and procedure instructions that can be customized by the physician or health organization. These instructions may reside within the system or be provided through links to external sources,"Definition: In this task, provide access to customizable test and procedure instructions.
Emphasis & Caution: Keep instructions current and relevant.
Things to Avoid: Using outdated or broken instruction sources."
The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs,The system shall provide the ability to create site-specific care plan,"Definition: In this task, verify that the system can create site-specific care plans.
Emphasis & Caution: -
Things to Avoid: -"
The system shall allow users who hold any of the ORES/ORELSE/PROVIDER keys to be viewed as a clinical user and has full access privileges to all problem list options,The system shall protect against further,"Definition: In this task, verify that the system protects against further issues as specified.
Emphasis & Caution: -
Things to Avoid: -"
