High_Requirements,Low_Requirements,Instruction
Fluid Subsystem: Pump The pump moves fluid at specified rate  primes itself  announces if priming fails  indicates when it's too hot  and halts pumping when commanded,basal infusion flow tolerance. The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate,"Definition: In this task, state that basal infusion is delivered within ¡À0.5 ml/hr of the prescribed basal rate.
Emphasis & Caution: Tolerance is exactly Fbasal tol = 0.5 ml/hr.
Things to Avoid: Using different tolerance values or units."
Fluid Subsystem: Pump The pump moves fluid at specified rate  primes itself  announces if priming fails  indicates when it's too hot  and halts pumping when commanded,pump drug. The mechanical pump shall pump drug at precribed flow rates for basal bolus and KVO infusion when commanded,"Definition: In this task, specify that the mechanical pump delivers drug at prescribed basal, bolus, and KVO flow rates when commanded.
Emphasis & Caution: All three modes must be included.
Things to Avoid: Omitting any infusion mode."
Fluid Subsystem: Pump The pump moves fluid at specified rate  primes itself  announces if priming fails  indicates when it's too hot  and halts pumping when commanded,halt pumping. The mechanical pump shall halt pumping when commanded or caused in response to an alarm condition (at end of pump stoke?),"Definition: In this task, define that the pump halts pumping when commanded or when triggered by an alarm condition.
Emphasis & Caution: Alarm-triggered halting must be included.
Things to Avoid: Allowing pumping to continue after halt command."
Fluid Subsystem: Pump The pump moves fluid at specified rate  primes itself  announces if priming fails  indicates when it's too hot  and halts pumping when commanded,pump overheated alarm. If the pump gets overheated to more than Tpoh = 55 C the pump shall issue a pump overloaded alarm,"Definition: In this task, define an alarm issued when pump temperature exceeds 55¡ãC.
Emphasis & Caution: Threshold is Tpoh = 55¡ãC.
Things to Avoid: Using a different temperature limit."
Fluid Subsystem: Pump The pump moves fluid at specified rate  primes itself  announces if priming fails  indicates when it's too hot  and halts pumping when commanded,complete pump stroke. When the stop button is pressed the current pump stroke shall be completed prior to stopping the pump,"Definition: In this task, state that pressing the stop button completes the current pump stroke before stopping.
Emphasis & Caution: Current stroke must finish before stop.
Things to Avoid: Immediate stop mid-stroke."
Fluid Subsystem: Pump The pump moves fluid at specified rate  primes itself  announces if priming fails  indicates when it's too hot  and halts pumping when commanded,continuous reverse delivery. During normal use and/or single fault condition of the equipment continuous reverse delivery shall not be possible (from IEC 601-2-24),"Definition: In this task, state that continuous reverse delivery is not possible during normal use or single fault conditions.
Emphasis & Caution: Applies to both normal and single fault conditions.
Things to Avoid: Allowing any continuous reverse delivery."
Fluid Subsystem: Pump The pump moves fluid at specified rate  primes itself  announces if priming fails  indicates when it's too hot  and halts pumping when commanded,occlusion alarm. When an occlusion alarm occurs the pump shall be stopped immediately without completing the current pump stroke,"Definition: In this task, define that the pump stops immediately when an occlusion alarm occurs.
Emphasis & Caution: Do not complete the current pump stroke.
Things to Avoid: Finishing the stroke after occlusion."
Fluid Subsystem: Pump The pump moves fluid at specified rate  primes itself  announces if priming fails  indicates when it's too hot  and halts pumping when commanded,reverse flow. The mechanical pump shall not allow reverse flow from the patient into the pump,"Definition: In this task, state that the pump prevents reverse flow from the patient into the pump.
Emphasis & Caution: Reverse flow must be fully blocked.
Things to Avoid: Permitting any patient-to-pump flow."
Functional Safety Architecture The functional safety architecture separates operation from error/fault detection  with a few exceptions. This allows safety requirements to be more easily achieved and verified. Components comprising the functional safety architecture are: Upstream Monitor Downstream Monitor Pump Fault Manager Alarm Thread  Error Detector Fault Logger  Failure LED  Power Control,safety architecture. The PCA pump shall implement a safety architecture that separates normal operation from fault detection and response,"Definition: In this task, describe a safety architecture separating normal operation from fault detection and response.
Emphasis & Caution: Clear separation is required.
Things to Avoid: Mixing normal control with fault handling."
Operation Subsystem: Control Panel The control panel combines a touch panel with a speaker by which a clinician can enter and confirm configuration and see and hear alarms and warnings. is used by an authorized clinician to start and stop infusion displays the prescription read from the drug container by the scanner for confirmation or rejection. displays the PCA pump's status. allows request of a bolus by a clinician. allows entry of the clinician requested bolus duration displays alarm and warning indications sounds alerts for alarm and warning indications allows alarm inactivation displays if and how alarms are currently inactivated,issue alarms and warnings. The PCA pump shall issue alarms and warnings that require clinician attention,"Definition: In this task, state that the pump issues alarms and warnings requiring clinician attention.
Emphasis & Caution: Alerts must demand clinician action.
Things to Avoid: Silent or informational-only alerts."
Operation Subsystem: Control Panel The control panel combines a touch panel with a speaker by which a clinician can enter and confirm configuration and see and hear alarms and warnings. is used by an authorized clinician to start and stop infusion displays the prescription read from the drug container by the scanner for confirmation or rejection. displays the PCA pump's status. allows request of a bolus by a clinician. allows entry of the clinician requested bolus duration displays alarm and warning indications sounds alerts for alarm and warning indications allows alarm inactivation displays if and how alarms are currently inactivated,visual alarm signal. If a visual indicator is necessary for the clinicaian to identify the equipment or part of the equipment that requires clinician response or awareness at least one visual alarm signal shall be provided that 1. indicated the priority of the highest priority alarm condition,"Definition: In this task, specify that at least one visual alarm signal shows the highest alarm priority when clinician attention is needed.
Emphasis & Caution: Must indicate the highest priority alarm.
Things to Avoid: Using non-visual or unlabeled indicators."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,basal flow rate. The basal flow rate Fbasal is prescribed by a physician and entered into the PCA pump by scanning the prescription from the drug container label as it is loaded into the reservoir,"Definition: In this task, state that the basal flow rate is prescribed by a physician and entered by scanning the drug label during reservoir loading.
Emphasis & Caution: Entry must be via prescription scan.
Things to Avoid: Manual entry or non-physician sources."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,minimum KVO flow rate. The pump shall maintain a minimum KVO flow rate of FKVO = 1/ml at all times during infusion even during alarms unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely,"Definition: In this task, state that the pump maintains a minimum KVO flow of 1 ml/hr during infusion.
Emphasis & Caution: Applies even during alarms unless flow-stopping.
Things to Avoid: Dropping below KVO without a flow-stop alarm."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,patient-requested bolus. A patient-requested bolus shall be delivered at its prescribed rate Fbolus in addition to the prescribed basal flow rate Fbasal but no more than the maximim flow rate for the pump Fmax,"Definition: In this task, specify delivery of patient-requested bolus in addition to basal flow without exceeding maximum pump flow.
Emphasis & Caution: Total flow must not exceed Fmax.
Things to Avoid: Exceeding maximum flow rate."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,max dose warning. Clinician commanded bolus shall be halted when continuinh to infuse prescribed VTBI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time. Pump rate shall be reduced to KVO and a max dose warning be issued,"Definition: In this task, define that clinician bolus stops if VTBI would exceed hard dose limits, then reduce to KVO and issue a warning.
Emphasis & Caution: Use drug library hard limits.
Things to Avoid: Continuing infusion past limits."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,halt pumping. The mechanical pump shall halt pumping when commanded or caused in response to an alarm condition (at end of pump stoke?),"Definition: In this task, define that the pump halts pumping when commanded or when triggered by an alarm condition.
Emphasis & Caution: Alarm-triggered halting is required.
Things to Avoid: Continuing pumping after halt."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,device parameters. The PCA pump shall use a physician's prescriptions as device parameters,"Definition: In this task, state that physician prescriptions are used as pump operating parameters.
Emphasis & Caution: Prescriptions drive configuration.
Things to Avoid: Using default or non-prescribed parameters."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,start infusion. Upon the clinician's pressing of the start button prescribed infusion shall commence,"Definition: In this task, state that infusion starts when the clinician presses the start button.
Emphasis & Caution: Must use the start button action.
Things to Avoid: Automatic or unintended starts."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,stop infusion. Upon the clinician's pressing of the stop button prescribed infusion shall halt,"Definition: In this task, state that infusion stops when the clinician presses the stop button.
Emphasis & Caution: Must respond to stop command.
Things to Avoid: Delayed or ignored stop actions."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,prescription confirmation. Required when changing prescription during infusion,"Definition: In this task, specify that confirmation is required when changing a prescription during infusion.
Emphasis & Caution: Applies only during active infusion.
Things to Avoid: Allowing changes without confirmation."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,soft limit confirmation. Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician,"Definition: In this task, state that prescriptions exceeding soft limits trigger visible and audible warnings requiring clinician confirmation.
Emphasis & Caution: Soft limit confirmation is mandatory.
Things to Avoid: Auto-accepting soft limit violations."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,hard limit. Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when con rmation is attempted by the clinician,"Definition: In this task, state that prescriptions violating hard limits are rejected with visible and audible indication.
Emphasis & Caution: Rejection occurs upon confirmation attempt.
Things to Avoid: Allowing override of hard limits."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,prescription retention. The patient's prescription shall be retained for at least ?data= 96 hours after the PCA pump is turned-off and unplugged,"Definition: In this task, state that patient prescriptions are retained for at least 96 hours after power-off and unplugging.
Emphasis & Caution: Retention applies with no power connected.
Things to Avoid: Deleting data before 96 hours."
Operation Subsystem: Operation Thread The operation thread performs primary pump operation control,prescription confirmation. An authorized clinician must personally confirm the prescription is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription lled by an authorized pharmacist at the hospital pharmacy is meant for the patient (to be),"Definition: In this task, require an authorized clinician to personally confirm the prescription is authentic and intended for the patient.
Emphasis & Caution: Confirmation must be by authorized clinician.
Things to Avoid: Accepting unverified or indirect confirmation."
Operational Subsystem: Event Logger Thread The event logger thread records all actions or events for later review or audit,event log. The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment,"Definition: In this task, state that the pump records all actions and sensed events in an electronic event log.
Emphasis & Caution: Both actions and environmental events must be logged.
Things to Avoid: Selective or partial logging."
Operational Subsystem: Event Logger Thread The event logger thread records all actions or events for later review or audit,time stamp. Each log entry shall have a time stamp with its time of occurrence,"Definition: In this task, state that every log entry includes a time stamp of occurrence.
Emphasis & Caution: Time stamp is required for each entry.
Things to Avoid: Untimed log records."
Operational Subsystem: Event Logger Thread The event logger thread records all actions or events for later review or audit,log retention. Information in event and Fault Logs shall be retained for at least ?log= 1000 hours after the PCA pump is turned-off and unplugged,"Definition: In this task, state that event and fault logs are retained for at least 1000 hours after power-off and unplugging.
Emphasis & Caution: Applies to both log types.
Things to Avoid: Early log erasure."
Power Subsystem: Battery Provides reserve energy to operate the PCA Pump when mains power fails,battery backup. The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup either continuously or spread over an hour. (Five minutes to recharge per minute using battery.),"Definition: In this task, state that battery backup supports 10 minutes of infusion during power loss.
Emphasis & Caution: Time may be continuous or spread within one hour.
Things to Avoid: Stopping infusion immediately on power loss."
Power Subsystem:Power Control Switches between battery-backup and mains supply  and detects anomalies like voltage out-of-range,power and battery failure. Because with either working battery or power supply can operate the pump if the battery failure alarm and either the voltage out-o-range or the power supply failure alarms the the pump rate will be off otherwise the pump rate will continue at its previous value,"Definition: In this task, state that pump rate continues at its previous value unless battery failure, voltage out-of-range, or power supply failure alarms occur.
Emphasis & Caution: Alarms affect pump rate behavior.
Things to Avoid: Changing rate without specified alarms."
Power Subsystem:Power Control Switches between battery-backup and mains supply  and detects anomalies like voltage out-of-range,remaining battery minutes. The user interface must show that the PCA pump is working on battery backup and an estimate of the number of minutes of battery-powered infusion remain,"Definition: In this task, state that the user interface shows battery operation status and remaining battery minutes.
Emphasis & Caution: Remaining time must be an estimate.
Things to Avoid: Hiding battery status or time estimate."
Power Subsystem:Power Control Switches between battery-backup and mains supply  and detects anomalies like voltage out-of-range,remaining battery accuracy. The estimate of remaining battery energy must be accurate to within Xbtty = 25%,"Definition: In this task, state that the remaining battery time estimate is accurate within ¡À25%.
Emphasis & Caution: Accuracy limit is Xbtty = 25%.
Things to Avoid: Claiming higher precision."
Power Subsystem:Power Control Switches between battery-backup and mains supply  and detects anomalies like voltage out-of-range,low-battery warning. If the estimated battery life remaining is less than ?lba = 3 minutes the pump shall issue a low-battery warning,"Definition: In this task, define a low-battery warning when estimated battery life is under 3 minutes.
Emphasis & Caution: Threshold is exactly 3 minutes.
Things to Avoid: Delayed or missing warning."
Power Subsystem:Power Control Switches between battery-backup and mains supply  and detects anomalies like voltage out-of-range,battery failure alarm. The PCA pump shall detect battery failure and issue a battery failure alarm,"Definition: In this task, state that the pump detects battery failure and issues an alarm.
Emphasis & Caution: Battery failure must be detected automatically.
Things to Avoid: Manual-only detection."
Safety Subsystem: Alarm Thread The alarm thread (within the alarm process) evaluates fault signals to determine whether the infusion rate should be changed  issues alarm and warning signals to be sounded and displayed by the control panel  and creates fault entries to be stored in the fault log,"""issue alarms and warnings. The PCA pump shall issue alarms and warnings that require clinician attention","Definition: In this task, state that the pump issues alarms and warnings requiring clinician attention.
Emphasis & Caution: Alerts must require action.
Things to Avoid: Silent or non-actionable alerts."
Safety Subsystem: Alarm Thread The alarm thread (within the alarm process) evaluates fault signals to determine whether the infusion rate should be changed  issues alarm and warning signals to be sounded and displayed by the control panel  and creates fault entries to be stored in the fault log,basal over-infusion alarm. IF delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowered tolerance over a period of more than 5 minutes or immediately if the pump goes into free flow the pump shall issue a basal-overinfusion alarm. (EC3.2.7),"Definition: In this task, define a basal over-infusion alarm when basal flow exceeds limits for over 5 minutes or immediately on free flow.
Emphasis & Caution: Immediate alarm on free flow.
Things to Avoid: Delayed alarm during free flow."
Safety Subsystem: Alarm Thread The alarm thread (within the alarm process) evaluates fault signals to determine whether the infusion rate should be changed  issues alarm and warning signals to be sounded and displayed by the control panel  and creates fault entries to be stored in the fault log,basal under-infusion warning. If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes or immediately if the flow stops the pump shall issue a basal under-infusion warning. (EC3.2.8),"Definition: In this task, define a basal under-infusion warning when basal flow is below limits for over 5 minutes or immediately if flow stops.
Emphasis & Caution: Immediate warning if flow stops.
Things to Avoid: Ignoring sustained under-delivery."
Safety Subsystem: Alarm Thread The alarm thread (within the alarm process) evaluates fault signals to determine whether the infusion rate should be changed  issues alarm and warning signals to be sounded and displayed by the control panel  and creates fault entries to be stored in the fault log,bolus over-infusion alarm. If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minute or immediately if the pump goes into free flow the pump shall issue a bolus over-infusion alarm. (EC 3.2.7),"Definition: In this task, define a bolus over-infusion alarm when bolus flow exceeds limits for over 1 minute or immediately on free flow.
Emphasis & Caution: One-minute threshold applies.
Things to Avoid: Using basal criteria for bolus."
Safety Subsystem: Alarm Thread The alarm thread (within the alarm process) evaluates fault signals to determine whether the infusion rate should be changed  issues alarm and warning signals to be sounded and displayed by the control panel  and creates fault entries to be stored in the fault log,bolus under-infusion warning. If patient-requested bolus is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minute or immediately if the flow stops the pump shall issue a bolus under-infusion warning. (EC3.2.8),"Definition: In this task, define a bolus under-infusion warning when bolus flow is below limits for over 1 minute or immediately if flow stops.
Emphasis & Caution: Immediate warning if flow stops.
Things to Avoid: Delayed bolus warnings."
Safety Subsystem: Alarm Thread The alarm thread (within the alarm process) evaluates fault signals to determine whether the infusion rate should be changed  issues alarm and warning signals to be sounded and displayed by the control panel  and creates fault entries to be stored in the fault log,square bolus over-infusion alarm. If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes or immediately if the pump goes into free flow the pump shall issue a square bolus over-infusion alarm. (EC3.2.7),"Definition: In this task, define a square bolus over-infusion alarm when flow exceeds limits for over 5 minutes or immediately on free flow.
Emphasis & Caution: Applies to clinician-requested square bolus.
Things to Avoid: Treating square bolus as patient bolus."
Safety Subsystem: Alarm Thread The alarm thread (within the alarm process) evaluates fault signals to determine whether the infusion rate should be changed  issues alarm and warning signals to be sounded and displayed by the control panel  and creates fault entries to be stored in the fault log,square bolus under-infusion warning. If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes or immediately if the flow stops the pump shall issue a square bolus under-infusion warning. (EC3.2.8),"Definition: In this task, define a square bolus under-infusion warning when flow is below limits for over 5 minutes or immediately if flow stops.
Emphasis & Caution: Same timing rules as over-infusion.
Things to Avoid: Missing stop-condition warnings."
Safety Subsystem: Alarm Thread The alarm thread (within the alarm process) evaluates fault signals to determine whether the infusion rate should be changed  issues alarm and warning signals to be sounded and displayed by the control panel  and creates fault entries to be stored in the fault log,pump overheated alarm. If the pump gets overheated to more than Tpoh = 55 C the pump shall issue a pump overloaded alarm,"Definition: In this task, verify that the pump issues a pump overloaded alarm when temperature exceeds 55 ¡ãC.
Emphasis & Caution: Trigger only when temperature is strictly greater than 55 ¡ãC.
Things to Avoid: Do not trigger the alarm at or below 55 ¡ãC."
Safety Subsystem: Alarm Thread The alarm thread (within the alarm process) evaluates fault signals to determine whether the infusion rate should be changed  issues alarm and warning signals to be sounded and displayed by the control panel  and creates fault entries to be stored in the fault log,priority. Alarm's and warning's priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment- Part 1-8: General requirements for safety - Collateral standard: Alarm systems- General requirements tests and guidance for alarm systems in medical electrical equipment and medical electrical systems,"Definition: In this task, determine alarm and warning priority according to IEC 60601-1-8.
Emphasis & Caution: Follow the standard exactly.
Things to Avoid: Do not invent or modify priority rules."
Safety Subsystem: Alarm Thread The alarm thread (within the alarm process) evaluates fault signals to determine whether the infusion rate should be changed  issues alarm and warning signals to be sounded and displayed by the control panel  and creates fault entries to be stored in the fault log,alarm pump rate. Priority for alarms and warnings is shown in Table 4,"Definition: In this task, assign alarm and warning priority based on Table 4.
Emphasis & Caution: Use Table 4 as the sole reference.
Things to Avoid: Do not use priorities from other tables or sources."
Safety Subsystem: Failure LED Hardware faults that prevent execution of thread cause the failure LED to illuminate,hardware fault indicator. Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode),"Definition: In this task, confirm that hardware faults preventing Control Panel operation illuminate the hardware fault LED.
Emphasis & Caution: Only faults that prevent operation qualify.
Things to Avoid: Do not light the indicator for non-blocking faults."
Safety Subsystem: Fault Logger The fault logger records all errors that are detected. As such it is pure hardware that does not depend on thread execution. It also maintains a hardware real-time clock used for timestamps,fault log. The PCA pump shall maintain an electronic fault log to record each fault condition and the associated alarm and/or alert issued,"Definition: In this task, ensure the PCA pump records every fault and its associated alarm or alert in an electronic fault log.
Emphasis & Caution: Each fault must have a corresponding log entry.
Things to Avoid: Do not omit alarms or alerts from the log."
Safety Subsystem: Fault Logger The fault logger records all errors that are detected. As such it is pure hardware that does not depend on thread execution. It also maintains a hardware real-time clock used for timestamps,time stamp. Each log entry shall have a time stamp with its time of occurrence,"Definition: In this task, verify that each fault log entry includes a timestamp of its occurrence.
Emphasis & Caution: Timestamp must reflect the actual event time.
Things to Avoid: Do not use missing or placeholder timestamps."
Safety Subsystem: Fault Logger The fault logger records all errors that are detected. As such it is pure hardware that does not depend on thread execution. It also maintains a hardware real-time clock used for timestamps,log retention. Information in event and Fault Logs shall be retained for at least ?log= 1000 hours after the PCA pump is turned-off and unplugged,"Definition: In this task, confirm that event and fault logs are retained for at least 1000 hours after power-off and unplugging.
Emphasis & Caution: Retention applies after shutdown and unplug.
Things to Avoid: Do not delete logs before 1000 hours."
Safety Subsystem: Fault Logger The fault logger records all errors that are detected. As such it is pure hardware that does not depend on thread execution. It also maintains a hardware real-time clock used for timestamps,masked faults. Successfully masked faults shall be recorded in the Fault Log but raise an alarm,"Definition: In this task, check that successfully masked faults are recorded in the fault log and still raise an alarm.
Emphasis & Caution: Masking does not suppress logging or alarms.
Things to Avoid: Do not ignore masked faults."
Safety Subsystem: Fault Logger The fault logger records all errors that are detected. As such it is pure hardware that does not depend on thread execution. It also maintains a hardware real-time clock used for timestamps,real-time clock. A real-time clock must produce timestamps accurate to 10 ms,"Definition: In this task, verify that the real-time clock generates timestamps accurate to within 10 ms.
Emphasis & Caution: Accuracy must meet the 10 ms requirement.
Things to Avoid: Do not accept lower time precision."
Safety Subsystem: Pump Fault Manager The pump fault manager determines if the measured upstream and downstream flow rates are within tolerance of the speci ed rate  and aggregates other pump fault indications into a combined pump fault indication,basal over-infusion alarm. IF delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowered tolerance over a period of more than 5 minutes or immediately if the pump goes into free flow the pump shall issue a basal-overinfusion alarm. (EC3.2.7),"Definition: In this task, confirm that a basal-overinfusion alarm is issued when basal flow exceeds tolerance for over 5 minutes or immediately during free flow.
Emphasis & Caution: Immediate alarm is required for free flow.
Things to Avoid: Do not delay alarms beyond the specified conditions."
Safety Subsystem: Pump Fault Manager The pump fault manager determines if the measured upstream and downstream flow rates are within tolerance of the speci ed rate  and aggregates other pump fault indications into a combined pump fault indication,basal under-infusion warning. If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes or immediately if the flow stops the pump shall issue a basal under-infusion warning. (EC3.2.8),"Definition: In this task, verify that a basal under-infusion warning is issued when basal flow is below tolerance for over 5 minutes or immediately if flow stops.
Emphasis & Caution: Immediate warning is required when flow stops.
Things to Avoid: Do not delay the warning beyond defined conditions."
Safety Subsystem: Pump Fault Manager The pump fault manager determines if the measured upstream and downstream flow rates are within tolerance of the speci ed rate  and aggregates other pump fault indications into a combined pump fault indication,bolus over-infusion alarm. If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minute or immediately if the pump goes into free flow the pump shall issue a bolus over-infusion alarm. (EC 3.2.7),"Definition: In this task, verify that a bolus over-infusion alarm is issued when bolus flow exceeds tolerance for over 1 minute or immediately during free flow.
Emphasis & Caution: Free flow requires an immediate alarm.
Things to Avoid: Do not ignore short-term free flow."
Safety Subsystem: Pump Fault Manager The pump fault manager determines if the measured upstream and downstream flow rates are within tolerance of the speci ed rate  and aggregates other pump fault indications into a combined pump fault indication,bolus under-infusion warning. If patient-requested bolus is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minute or immediately if the flow stops the pump shall issue a bolus under-infusion warning. (EC3.2.8),"Definition: In this task, verify that a bolus under-infusion warning is issued when bolus flow is below tolerance for over 1 minute or immediately if flow stops.
Emphasis & Caution: Flow stop must trigger an immediate warning.
Things to Avoid: Do not wait longer than 1 minute."
Safety Subsystem: Pump Fault Manager The pump fault manager determines if the measured upstream and downstream flow rates are within tolerance of the speci ed rate  and aggregates other pump fault indications into a combined pump fault indication,square bolus over-infusion alarm. If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes or immediately if the pump goes into free flow the pump shall issue a square bolus over-infusion alarm. (EC3.2.7),"Definition: In this task, verify that a square bolus over-infusion alarm is issued when flow exceeds tolerance for over 5 minutes or immediately during free flow.
Emphasis & Caution: Use the calculated square bolus rate as reference.
Things to Avoid: Do not use prescribed basal or bolus rates."
Safety Subsystem: Pump Fault Manager The pump fault manager determines if the measured upstream and downstream flow rates are within tolerance of the speci ed rate  and aggregates other pump fault indications into a combined pump fault indication,square bolus under-infusion warning. If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes or immediately if the flow stops the pump shall issue a square bolus under-infusion warning. (EC3.2.8),"Definition: In this task, verify that a square bolus under-infusion warning is issued when flow is below tolerance for over 5 minutes or immediately if flow stops.
Emphasis & Caution: Flow stop requires an immediate warning.
Things to Avoid: Do not delay the warning."
Safety Subsystem: Pump Fault Manager The pump fault manager determines if the measured upstream and downstream flow rates are within tolerance of the speci ed rate  and aggregates other pump fault indications into a combined pump fault indication,pump overheated alarm. If the pump gets overheated to more than Tpoh = 55 C the pump shall issue a pump overloaded alarm,"Definition: In this task, verify that the pump issues an alarm when temperature exceeds 55 ¡ãC.
Emphasis & Caution: Trigger only when temperature is greater than 55 ¡ãC.
Things to Avoid: Do not trigger at or below 55 ¡ãC."
