High_Requirements,Low_Requirements,Instruction
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,GUI needs to provide ability to assign persons to tasks.,"Definition: In this task, implement a GUI feature that assigns persons to tasks.
Emphasis & Caution: Ensure assignments are correctly linked to tasks.
Things to Avoid: Do not allow duplicate assignments."
"Add/Remove Task links; Tasks can be linked with one another to indicate the sequence in which they have to be performed. For example, if there is a link from task 1 to task 2 then task 2 can only be started after task 1 is completed. The start date of task 2 must thus be after the end date of task 1.",The class of dependency collection provides a function to check if the new dependency will cause a loop each time a object of dependency class is created. The function returns an exception if there is a loop. ,"Definition: In this task, implement a dependency collection function that checks for loops when creating a new dependency and throws an exception if detected.
Emphasis & Caution: Loop detection must occur at creation time.
Things to Avoid: Do not allow cyclic dependencies."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,Application needs to keep track of task's begin and end times.,"Definition: In this task, implement application logic to track each task＊s begin and end times.
Emphasis & Caution: Times must stay consistent after updates.
Things to Avoid: Do not lose or overwrite time data incorrectly."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,GUI needs to provide ability to show is a person is  underutilized and overbooked.,"Definition: In this task, design a GUI feature that shows whether a person is underutilized or overbooked.
Emphasis & Caution: Status must reflect current assignments.
Things to Avoid: Do not display outdated utilization status."
Delete Tasks; Delete an existing task and all its associated information such as links to other tasks or knowledge on what resources are supposed to work on them.,When deleting a task the GanttProject class calls GanttTreeTableNode and DefaultMutableTreeNode classes to identify the parent of the task being deleted.,"Definition: In this task, implement task deletion logic that identifies the task＊s parent using GanttTreeTableNode and DefaultMutableTreeNode.
Emphasis & Caution: Parent identification must be accurate.
Things to Avoid: Do not delete tasks without resolving hierarchy."
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",GUI should able to provide ability to set progress on a task.,"Definition: In this task, implement a GUI feature that allows setting task progress.
Emphasis & Caution: Progress values must be valid.
Things to Avoid: Do not accept out-of-range progress values."
Add/Remove Holidays and Vacation Days;Holidays and vacation days are properties of persons (resources). changing this information also changes the availability of a person on certain days.,An assignment of a resource to a task is captured as a relationship.,"Definition: In this task, model the assignment of a resource to a task as a relationship.
Emphasis & Caution: Relationship must clearly link resource and task.
Things to Avoid: Do not store assignments as loose attributes."
Add/Remove Holidays and Vacation Days;Holidays and vacation days are properties of persons (resources). changing this information also changes the availability of a person on certain days.,The human resource class contains the variable holidays. The class provides functions to change and to get holidays. There can be multiple holidays. ,"Definition: In this task, implement holiday management in the human resource class with functions to set and get multiple holidays.
Emphasis & Caution: Support multiple holiday entries.
Things to Avoid: Do not overwrite existing holidays unintentionally."
Prevent Circular Dependencies;Links among tasks may not be circular in that task 1 cannot depend on task 2 if task 2 already depends on task 1.,A GUI class of graphic area provides a function to draw dependency. The function uses an object of the task manager to add dependencies.1,"Definition: In this task, implement a GUI graphic area function to draw dependencies using a task manager object.
Emphasis & Caution: Dependencies must be added through the task manager.
Things to Avoid: Do not bypass the task manager."
Change Task Begin/End Times automatically with dependency changes;The start or end date should be changed automatically if links among tasks are changed,A GUI class of task property provides interface and functions to add and remove dependencies by using an object of the dependency collection.,"Definition: In this task, implement a task property GUI that adds and removes dependencies using a dependency collection object.
Emphasis & Caution: All dependency changes must go through the collection.
Things to Avoid: Do not modify dependencies directly."
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,The Task class provides a public method SetEnd() which allows to specify starting date for the task. As input argument the method takes an object of GanttCalendar class.,"Definition: In this task, implement a public SetEnd() method in the Task class that sets the task start date using a GanttCalendar object.
Emphasis & Caution: The input must be a GanttCalendar object.
Things to Avoid: Do not accept primitive date types."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,The Task class provides a public method SetEnd() which allows to specify starting date for the task. As input argument the method takes an object of GanttCalendar class.,"Definition: In this task, implement a public SetEnd() method in the Task class that sets the task start date using a GanttCalendar object.
Emphasis & Caution: Ensure the method is publicly accessible.
Things to Avoid: Do not change the method signature."
Change Task Begin/End Times automatically with dependency changes; The start or end date should be changed automatically if one of its subtasks changes.,GUI needs to provide ability to link tasks in a project.,"Definition: In this task, implement a GUI feature that links tasks within a project.
Emphasis & Caution: Links must reflect valid task relationships.
Things to Avoid: Do not create invalid or circular links."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,A class is used to represent the dependency between one task and one human resource. The dependency class provides functions to get the task and the human resource. ,"Definition: In this task, implement a dependency class representing the relationship between one task and one human resource, with getter functions.
Emphasis & Caution: Provide getters for both task and human resource.
Things to Avoid: Do not expose internal fields directly."
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).",A human resource assignment class is used to represent the relationship between one task and one human resource. The class provides functions to get the task and the human resource. ,"Definition: In this task, implement a human resource assignment class representing the relationship between one task and one human resource, with getter functions.
Emphasis & Caution: Ensure a one-to-one task每resource relationship.
Things to Avoid: Do not mix multiple tasks or resources in one assignment."
"Show Resource Utilization (underused or overused person);Tasks may be assigned to persons and it should be indicated if a person receives more tasks than he/she is able to handle (e.g., the person hours per  task for all tasks exceeds the allowed 8 hours a day) or if the person is not available due to holidays or vacation days. it should also be indicated if the person is under-utilized in that he/she is working less than the 8 hours a day.",GUI needs to provide ability to show utilization of a person.,"Definition: In this task, implement a GUI feature that shows the utilization of a person.
Emphasis & Caution: Utilization must reflect current assignments.
Things to Avoid: Do not display stale data."
"Show Resource Utilization (underused or overused person);Tasks may be assigned to persons and it should be indicated if a person receives more tasks than he/she is able to handle (e.g., the person hours per  task for all tasks exceeds the allowed 8 hours a day) or if the person is not available due to holidays or vacation days. it should also be indicated if the person is under-utilized in that he/she is working less than the 8 hours a day.",GUI needs to provide ability to delete resources from a project.,"Definition: In this task, implement a GUI feature that deletes resources from a project.
Emphasis & Caution: Ensure related assignments are handled correctly.
Things to Avoid: Do not leave orphaned references."
Prevent Circular Dependencies;Links among tasks may not be circular in that task 1 cannot depend on task 2 if task 2 already depends on task 1.,The class of dependency collection provides a function to check if the new dependency will cause a loop each time a object of dependency class is created. The function returns an exception if there is a loop. ,"Definition: In this task, implement a dependency collection function that checks for loops when creating a dependency and throws an exception if found.
Emphasis & Caution: Loop checking must occur at creation time.
Things to Avoid: Do not allow cyclic dependencies."
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",GUI needs to provide ability to display critical path and make the changes affecting critical path updated.,"Definition: In this task, implement a GUI feature that displays the critical path and updates it when changes affect it.
Emphasis & Caution: Updates must be automatic.
Things to Avoid: Do not require manual refresh."
"Maintain Resource Properties;A resource has a range of properties, including name and holidays",A class is used to represent the dependency between one task and one human resource. The dependency class provides functions to get the task and the human resource. ,"Definition: In this task, implement a dependency class representing the relationship between one task and one human resource, with getter functions.
Emphasis & Caution: Return correct task and human resource objects.
Things to Avoid: Do not return null or unrelated objects."
Add/Remove Resources to Tasks Dependencies;Dependencies between tasks and resources indicate the resources who are supposed to complete a task. Each task could be worked on by multiple persons and each person could work on multiple tasks. Dependencies may also be annotated to capture how many hours each person is supposed to work on a task on a daily basis.,The human resource class can have multiple objects of resource assignments which assigns this resource to tasks. The class provides function to get the list of these objects.,"Definition: In this task, implement a human resource class that holds multiple resource assignment objects and returns their list.
Emphasis & Caution: Ensure all assignments for the resource are included.
Things to Avoid: Do not return incomplete or copied lists."
Add/Remove Holidays and Vacation Days;Holidays and vacation days are properties of persons (resources). changing this information also changes the availability of a person on certain days.,"The human resource class contains name, phone, email, and holidays. The class provides functions to set and get these properties. A class is used to represent the holidays. There can be multiple holidays. ","Definition: In this task, implement a human resource class with name, phone, email, and multiple holidays, using a separate holiday class with setters and getters.
Emphasis & Caution: Support multiple holiday entries via the holiday class.
Things to Avoid: Do not store holidays as primitive fields."
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).","To delete a task from the Calendar the GanttProject class call delete method and supplied TaskId paramenter. The adjustment of allocated resources and links to other tasks takes place through interfacing with the following classes DefaultMutableTreeNode, GanttTreeTableNode, TaskNode, and AdjustTaskBoundsAlgorithm.","Definition: In this task, implement task deletion from the calendar by calling the delete method with TaskId and adjusting resources and links via specified classes.
Emphasis & Caution: Use all listed classes to adjust bounds, resources, and links.
Things to Avoid: Do not skip resource or dependency adjustments."
"Add/Remove Task links; Tasks can be linked with one another to indicate the sequence in which they have to be performed. For example, if there is a link from task 1 to task 2 then task 2 can only be started after task 1 is completed. The start date of task 2 must thus be after the end date of task 1.",GUI needs to provide ability to link tasks in a project.,"Definition: In this task, implement a GUI feature that links tasks within a project.
Emphasis & Caution: Links must represent valid task relationships.
Things to Avoid: Do not create circular or invalid links."
Add/Remove Holidays and Vacation Days;Holidays and vacation days are properties of persons (resources). changing this information also changes the availability of a person on certain days.,The Task class provides a public method SetStart() which allows to specify starting date for the task. As input argument the method takes an object of GanttCalendar class. ,"Definition: In this task, implement a public SetStart() method in the Task class that sets the task start date using a GanttCalendar object.
Emphasis & Caution: Accept only a GanttCalendar object as input.
Things to Avoid: Do not change the method signature."
Add/Remove Resources to Tasks Dependencies;Dependencies between tasks and resources indicate the resources who are supposed to complete a task. Each task could be worked on by multiple persons and each person could work on multiple tasks. Dependencies may also be annotated to capture how many hours each person is supposed to work on a task on a daily basis.,GUI needs to provide ability to show is a person is  underutilized and overbooked.,"Definition: In this task, implement a GUI feature that shows whether a person is underutilized or overbooked.
Emphasis & Caution: Status must reflect current workload.
Things to Avoid: Do not show outdated utilization status."
Change Task Begin/End Times manually with user changes; Change the start or end date either by editing its properties or by dragging-and-dropping the bar in the GUI.,When deleting a task the GanttProject class calls GanttTreeTableNode and DefaultMutableTreeNode classes to identify the parent of the task being deleted.,"Definition: In this task, identify a task＊s parent during deletion using GanttTreeTableNode and DefaultMutableTreeNode.
Emphasis & Caution: Parent detection must be accurate.
Things to Avoid: Do not delete tasks without resolving hierarchy."
Delete Resources (person); Delete a person and all its associated information such as dependencies to all tasks the person is supposed to work on.,GUI should able to provide ability to set progress on a task.,"Definition: In this task, implement a GUI feature that allows setting task progress.
Emphasis & Caution: Progress values must be within valid bounds.
Things to Avoid: Do not accept invalid progress values."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,"When a resource is removed, all the tasks where the resource is assigned need to be updated. ","Definition: In this task, update all tasks assigned to a resource when that resource is removed.
Emphasis & Caution: All affected tasks must be updated.
Things to Avoid: Do not leave orphaned assignments."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,The start and end dates for the graph can be either flexible or rigid for the purpose of adjusting and fixing potential collisions. ,"Definition: In this task, handle graph start and end dates as flexible or rigid to adjust and resolve collisions.
Emphasis & Caution: Respect the selected flexibility mode.
Things to Avoid: Do not ignore collision constraints."
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,The system should be able to evaluate critical path in a project.,"Definition: In this task, implement system logic to evaluate the critical path of a project.
Emphasis & Caution: Ensure calculation reflects current task dependencies.
Things to Avoid: Do not use outdated project data."
"Add/Remove Task links; Tasks can be linked with one another to indicate the sequence in which they have to be performed. For example, if there is a link from task 1 to task 2 then task 2 can only be started after task 1 is completed. The start date of task 2 must thus be after the end date of task 1.",The Task class provides a public method SetStart() which allows to specify starting date for the task. As input argument the method takes an object of GanttCalendar class. ,"Definition: In this task, implement a public SetStart() method in the Task class that sets the task start date using a GanttCalendar object.
Emphasis & Caution: Accept only a GanttCalendar object as input.
Things to Avoid: Do not alter the method signature."
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,A GUI class of task property provides interface and functions to add and remove dependencies by using an object of the dependency collection.,"Definition: In this task, implement a task property GUI that adds and removes dependencies using a dependency collection object.
Emphasis & Caution: All changes must go through the collection interface.
Things to Avoid: Do not modify dependencies directly."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,"The human resource class contains name, phone, email, and holidays. The class provides functions to set and get these properties. A class is used to represent the holidays. There can be multiple holidays. ","Definition: In this task, implement a human resource class with name, phone, email, and multiple holidays using a separate holiday class, with setters and getters.
Emphasis & Caution: Support multiple holidays via the holiday class.
Things to Avoid: Do not store holidays as primitive fields."
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,Using GUI user should be able to change the length of a task by dragging-and-dropping the bar on the GUI.,"Definition: In this task, implement a GUI feature that lets users change task length by dragging and dropping the task bar.
Emphasis & Caution: Update task dates immediately after the change.
Things to Avoid: Do not require manual date entry."
Change Task Begin/End Times automatically with dependency changes;The start or end date should be changed automatically if links among tasks are changed,The class for holidays provides functions to get the start date and the finish date. The class also provides a function to check if a special date is in holiday.,"Definition: In this task, implement a holiday class with functions to get start date, end date, and check if a date is a holiday.
Emphasis & Caution: Date checks must be accurate.
Things to Avoid: Do not ignore boundary dates."
Prevent Circular Dependencies;Links among tasks may not be circular in that task 1 cannot depend on task 2 if task 2 already depends on task 1.,"Every time Start/End time for a task changes, the start/end time of one or more its subtasks need to change as well.","Definition: In this task, update all subtasks＊ start and end times when a parent task＊s start or end time changes.
Emphasis & Caution: Maintain correct task hierarchy timing.
Things to Avoid: Do not leave subtasks unchanged."
Change Task Begin/End Times automatically with dependency changes; The start or end date should be changed automatically if one of its subtasks changes.,Application needs to keep track of task's begin and end times.,"Definition: In this task, implement application logic to track each task＊s begin and end times.
Emphasis & Caution: Times must stay consistent after updates.
Things to Avoid: Do not overwrite valid time data."
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,Application needs to keep track of subtasks in a task.,"Definition: In this task, implement application logic to track subtasks within a task.
Emphasis & Caution: Preserve parent每child relationships.
Things to Avoid: Do not treat subtasks as independent tasks."
Add/Remove Resources to Tasks Dependencies;Dependencies between tasks and resources indicate the resources who are supposed to complete a task. Each task could be worked on by multiple persons and each person could work on multiple tasks. Dependencies may also be annotated to capture how many hours each person is supposed to work on a task on a daily basis.,The class of task uses an object of the assignments collection class to manage its assignments.,"Definition: In this task, use an assignments collection object in the Task class to manage its resource assignments.
Emphasis & Caution: All assignment operations must use the collection.
Things to Avoid: Do not manage assignments directly in the Task class."
"Maintain Resource Properties;A resource has a range of properties, including name and holidays","The human resource class contains name, phone, email, and holidays. The class provides functions to set and get these properties. A class is used to represent the holidays. There can be multiple holidays. ","Definition: In this task, define a HumanResource class with name, phone, email, and multiple holidays, and provide setter and getter functions for all properties.
Emphasis & Caution: Ensure holidays are represented by a separate class and support multiple entries.
Things to Avoid: Do not hardcode holiday data or omit access methods."
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,The Task class provides a public method SetStart() which allows to specify starting date for the task. As input argument the method takes an object of GanttCalendar class. ,"Definition: In this task, implement a public SetStart() method in the Task class that sets the task start date using a GanttCalendar object.
Emphasis & Caution: The input parameter must be an object of GanttCalendar.
Things to Avoid: Do not accept primitive date types or make the method non-public."
"Maintain Resource Properties;A resource has a range of properties, including name and holidays",GUI should able to provide ability to change start/end date of a task.,"Definition: In this task, enable the GUI to allow users to modify the start and end dates of a task.
Emphasis & Caution: Both start and end dates must be changeable via the GUI.
Things to Avoid: Do not restrict changes to only one date."
Delete Tasks; Delete an existing task and all its associated information such as links to other tasks or knowledge on what resources are supposed to work on them.,A GUI class of task property provides interface and functions to add and remove human resource assignments.,"Definition: In this task, design a GUI class for task properties that allows adding and removing human resource assignments.
Emphasis & Caution: The interface must support both add and remove actions.
Things to Avoid: Do not manage resources without a GUI interface."
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,The human resource class contains the variable holidays. The class provides functions to change and to get holidays. There can be multiple holidays. ,"Definition: In this task, implement a holidays variable in the HumanResource class with functions to update and retrieve multiple holidays.
Emphasis & Caution: Holidays must support multiple values.
Things to Avoid: Do not store only a single holiday or omit modification methods."
Add/Remove Holidays and Vacation Days;Holidays and vacation days are properties of persons (resources). changing this information also changes the availability of a person on certain days.,When deleting a task the GanttProject class calls AdjustTaskBoundsAlgorithm and passes the parent of the deleted task as a parameter. The AdjustTaskBoundsAlgorithm takes care of handling and releasing resources associated with the deleted task. ,"Definition: In this task, ensure that when a task is deleted, GanttProject calls AdjustTaskBoundsAlgorithm with the deleted task＊s parent to handle resource cleanup.
Emphasis & Caution: The parent of the deleted task must be passed as the parameter.
Things to Avoid: Do not skip resource handling or pass the wrong task reference."
Change Task Begin/End Times automatically with dependency changes;The start or end date should be changed automatically if links among tasks are changed,"Every time Start/End time for a subtask changes, the start/end time for the parent task need to change accordingly.","Definition: In this task, update the parent task＊s start and end times whenever a subtask＊s start or end time changes.
Emphasis & Caution: Changes must propagate immediately and consistently.
Things to Avoid: Do not leave parent task dates unchanged."
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,The class for holidays provides functions to get the start date and the finish date. The class also provides a function to check if a special date is in holiday.,"Definition: In this task, implement a Holiday class with methods to get start date, finish date, and to check whether a given date is a holiday.
Emphasis & Caution: The date-check function must correctly detect special dates within the holiday range.
Things to Avoid: Do not omit any of the required methods."
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",To remove tasks as subtasks GanttTree2 class calls a method which dedent selected task nodes in GUI so that they will not be subtasks of their original parents tasks. An object of a class is used to remove relationship between selected tasks and their original parents and add relationship between selected tasks and their new parents.,"Definition: In this task, implement logic where GanttTree2 dedents selected task nodes and updates parent-child relationships using a dedicated relationship-handling object.
Emphasis & Caution: Ensure relationships with original parents are removed and new parent relationships are added.
Things to Avoid: Do not leave tasks linked to old parents."
Change Task Begin/End Times manually with user changes; Change the start or end date either by editing its properties or by dragging-and-dropping the bar in the GUI.,The task manager class uses an object of dependency collection class to manage dependencies.,"Definition: In this task, use a DependencyCollection object within the TaskManager class to manage task dependencies.
Emphasis & Caution: Dependency handling must be delegated to the collection object.
Things to Avoid: Do not manage dependencies directly without the collection."
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",GUI needs to provide ability to delete resources from a project.,"Definition: In this task, enable the GUI to allow users to delete resources from a project.
Emphasis & Caution: Ensure deletion affects the project data correctly.
Things to Avoid: Do not leave deleted resources accessible."
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",User interface should be able to provide an ability to specify whether a specific task in a milestone.,"Definition: In this task, allow the user interface to mark whether a task is a milestone.
Emphasis & Caution: The milestone flag must be clearly set per task.
Things to Avoid: Do not apply milestone status globally."
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,When deleting a task the GanttProject class calls GanttTreeTableNode and DefaultMutableTreeNode classes to identify the parent of the task being deleted.,"Definition: In this task, identify the parent of a deleted task by using GanttTreeTableNode and DefaultMutableTreeNode when deleting a task.
Emphasis & Caution: Both classes must be used to locate the correct parent.
Things to Avoid: Do not assume the parent without tree lookup."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,A GUI of task property provides interface and functions to add and remove human resource assignments by using an object of the resource assignments collection class.,"Definition: In this task, provide a task property GUI that adds and removes human resource assignments using a ResourceAssignmentsCollection object.
Emphasis & Caution: All changes must go through the collection object.
Things to Avoid: Do not bypass the collection when modifying assignments."
"Add/Remove Task links; Tasks can be linked with one another to indicate the sequence in which they have to be performed. For example, if there is a link from task 1 to task 2 then task 2 can only be started after task 1 is completed. The start date of task 2 must thus be after the end date of task 1.","When a two or more tasks are link, there should be check conducted for potential collisions on the chart.","Definition: In this task, check for potential chart collisions when two or more tasks are linked.
Emphasis & Caution: Collision checks must occur at linking time.
Things to Avoid: Do not allow links without validation."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,A GUI provides interface and functions to edit the properties of objects of the human resource class.,"Definition: In this task, provide a GUI to edit properties of HumanResource objects.
Emphasis & Caution: All editable properties must be supported.
Things to Avoid: Do not edit resources without a GUI."
Change Task Begin/End Times automatically with dependency changes; The start or end date should be changed automatically if one of its subtasks changes.,The task manager class uses an object of dependency collection class to manage dependencies.,"Definition: In this task, manage task dependencies in the TaskManager class using a DependencyCollection object.
Emphasis & Caution: Dependency logic must be delegated to the collection.
Things to Avoid: Do not handle dependencies directly in TaskManager."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,The fact of linking of one task to another should be captured as dependency between two tasks.,"Definition: In this task, record the linking of one task to another as a dependency between the two tasks.
Emphasis & Caution: Each link must create a dependency entry.
Things to Avoid: Do not link tasks without storing the dependency."
Show Critical Path; The critical path indicates which tasks will cause project delays if they are delayed.,The class for holidays provides functions to get the start date and the finish date. The class also provides function to check if a special date is in holiday.,"Definition: In this task, implement a Holiday class with methods to get start date, finish date, and to check if a date falls within a holiday.
Emphasis & Caution: Date checking must work for any special date.
Things to Avoid: Do not omit required holiday methods."
Change Task Begin/End Times automatically with dependency changes;The start or end date should be changed automatically if links among tasks are changed,A GUI class of human resource load distribution uses objects of a load distribution class to capture the hours each person is supposed to work.,"Definition: In this task, use a GUI class for human resource load distribution to capture working hours via LoadDistribution objects.
Emphasis & Caution: Hours must be stored per person using the load distribution class.
Things to Avoid: Do not record hours outside the load distribution objects."
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",Using GUI user should be able to change the length of a task by dragging-and-dropping the bar on the GUI.,"Definition: In this task, enable the GUI to let users change task duration by drag-and-dropping the task bar.
Emphasis & Caution: Dragging must directly update the task length.
Things to Avoid: Do not require manual input instead of dragging."
Add/Remove Resources to Tasks Dependencies;Dependencies between tasks and resources indicate the resources who are supposed to complete a task. Each task could be worked on by multiple persons and each person could work on multiple tasks. Dependencies may also be annotated to capture how many hours each person is supposed to work on a task on a daily basis.,"When a resource is removed, all the tasks where the resource is assigned need to be updated. ","Definition: In this task, update all tasks when a resource is removed from the system.
Emphasis & Caution: All assignments of the removed resource must be cleared.
Things to Avoid: Do not leave stale resource references."
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).",The human resource class contains the variable holidays. The class provides functions to change and to get holidays. There can be multiple holidays. ,"Definition: In this task, implement holidays in the HumanResource class with methods to set and get multiple holidays.
Emphasis & Caution: Support multiple holidays per resource.
Things to Avoid: Do not limit holidays to a single value."
Change Task Begin/End Times automatically with dependency changes; The start or end date should be changed automatically if one of its subtasks changes.,The class of task uses an object of the assignments collection class to manage its assignments.,"Definition: In this task, manage task assignments using an AssignmentsCollection object within the Task class.
Emphasis & Caution: All assignment operations must use the collection object.
Things to Avoid: Do not store assignments directly in the task."
Add/Remove Resources to Tasks Dependencies;Dependencies between tasks and resources indicate the resources who are supposed to complete a task. Each task could be worked on by multiple persons and each person could work on multiple tasks. Dependencies may also be annotated to capture how many hours each person is supposed to work on a task on a daily basis.,A GUI class of graphic area provides a function to draw dependency. The function uses an object of the task manager to add dependencies.1,"Definition: In this task, implement a graphic area GUI function to draw dependencies using a TaskManager object.
Emphasis & Caution: Dependencies must be added through the TaskManager.
Things to Avoid: Do not create dependencies without the manager."
