High_Requirements,Low_Requirements,Instruction
"Libwarc shall provide a range of functions through a universal interface for creating each type of valid WARC-record, thus ensuring the resulting WARC files conform to the prevailing WARC standard",Libwarc's iterators may be combined into composite iterators to enable the developer to more than one search field,"Definition: In this task, enable libwarc iterators to be combined into composite iterators that support multiple search fields.
Emphasis & Caution: Ensure multiple fields can be queried simultaneously.
Things to Avoid: Do not restrict iteration to a single field."
It shall be possible to walk a curl directory and write the data to WARC files,A set of command line tools incorporating libwarc shall perform migration of "curl" archives to WARC-records.,"Definition: In this task, create command-line tools using libwarc to migrate curl archives into WARC records.
Emphasis & Caution: Preserve archive content and metadata accurately.
Things to Avoid: Do not lose request or response data."
ARC to WARC conversions made by arc2warc shall be carried out according to a specification in a configuration file,"Libwarc shall provide an API describing (1) the set of data, and (2) the set of operations that can be performed on the data. The data types shall be abstract (abstract data types - ADT), to ensure independence of concrete implementations.","Definition: In this task, define an abstract API in libwarc that specifies data sets and supported operations using abstract data types.
Emphasis & Caution: API must be independent of concrete implementations.
Things to Avoid: Do not expose implementation-specific details."
Libwarc shall provide ARC-record reader functionality Libwarc reader will thereby make read operations as simple as possible.,"Helper documentation for libwarc functionality shall be made available within the ""HTTrack"", ""wget"" and ""curl"" commands.","Definition: In this task, provide helper documentation for libwarc features within HTTrack, wget, and curl commands.
Emphasis & Caution: Documentation must be accessible from command help.
Things to Avoid: Do not place docs outside command interfaces."
"WARC extensions help content will be provided each of the commands ""curl"", ""wget"", and ""httrack""","Helper documentation for libwarc functionality shall be made available within the ""HTTrack"", ""wget"" and ""curl"" commands.","Definition: In this task, provide helper documentation for libwarc features within HTTrack, wget, and curl commands.
Emphasis & Caution: Documentation must be consistent across all commands.
Things to Avoid: Do not create command-specific discrepancies."
"The libwarc interfaces shall fully encapsulate and internal functionality, isolating by abstraction any tool or application based on libwarc from changes in the internal implementation.",The universal header "warc.h" shall ensure compatibility between all versions of libwarc.,"Definition: In this task, ensure the universal header warc.h maintains compatibility across all libwarc versions.
Emphasis & Caution: Backward compatibility must be preserved.
Things to Avoid: Do not introduce version-breaking changes."
Libwarc shall provide a stable Application Programme Interface (API) to handle WARCrecords as abstract objects (ADT),Any operations on WARC-records shall be possible using functions accepting the abstract handle as an argument.,"Definition: In this task, enable all WARC record operations through functions that accept an abstract handle.
Emphasis & Caution: All operations must use the abstract handle.
Things to Avoid: Do not access records directly."
Dynamic memory management shall be hidden inside libwarc,"Libwarc shall not use file to memory mapping technology, instead libwarc will explicitly allocate memory as needed.","Definition: In this task, implement libwarc to allocate memory explicitly instead of using file-to-memory mapping.
Emphasis & Caution: Manage memory allocation safely.
Things to Avoid: Do not use memory-mapped files."
Dynamic memory management shall be hidden inside libwarc,"There shall be a single entry point to libwarc, called ""warc.h"".","Definition: In this task, define a single entry point for libwarc via the header warc.h.
Emphasis & Caution: All public access must go through warc.h.
Things to Avoid: Do not expose multiple entry headers."
A Jhove plugin module and an output handler shall be made available for WARC files,"Libwarc shall support multiple compression schemas, loading a specific compressor at runtime as an external shared library.","Definition: In this task, support multiple compression schemes in libwarc by loading compressors at runtime as shared libraries.
Emphasis & Caution: Compression modules must be dynamically loadable.
Things to Avoid: Do not hard-code compression implementations."
Libwarc shall be memory safe and manage dynamic memory internally,WARC files in various test-states shall be provided that test the Jhove deliverables,"Definition: In this task, provide WARC files in multiple test states to validate Jhove deliverables.
Emphasis & Caution: Test states must cover valid and invalid cases.
Things to Avoid: Do not provide only fully valid files."
"The C library shall be implemented to be compatible with the Simplified Wrapper and Interface Generator (SWIG, http://www.swig.org) - a wrapper for libwarc C code to allow it to be called natively in a wide variety of languages.",Libwarc's generic iterators may be customised for different purposes via callback handlers (i.e. hooks),"Definition: In this task, enable customization of libwarc generic iterators using callback handlers.
Emphasis & Caution: Callbacks must alter iterator behavior.
Things to Avoid: Do not hard-code iterator logic."
The functionality of the library shall be exposed in such a way as to fit the metaphors and paradigms of the implementation language,The universal header "warc.h" shall ensure compatibility between all versions of libwarc.,"Definition: In this task, ensure the universal header warc.h maintains compatibility across all libwarc versions.
Emphasis & Caution: Backward compatibility is mandatory.
Things to Avoid: Do not introduce breaking changes."
Any software tool or application based on libwarc shall require just a single header file.,A command line tool shall be implemented utilising libwarc to check the consistency of WARC-records and their conformance to the WARC ISO standard.,"Definition: In this task, implement a command-line tool using libwarc to validate WARC record consistency and ISO compliance.
Emphasis & Caution: Validation must follow the WARC ISO standard.
Things to Avoid: Do not skip error reporting."
It shall be possible to convert ARC files to WARC files using a command-line tool called "arc2warc","""arc2warc"" shall have make a default operation in cases where an ARC-record has no corresponding field in the WARC-record.","Definition: In this task, implement a default operation in arc2warc when ARC records lack corresponding WARC fields.
Emphasis & Caution: Defaults must be consistently applied.
Things to Avoid: Do not leave fields undefined."
Libwarc shall provide a MIMES iterator to handle MIME-types payloads,Libwarc shall provide a WARC-record MIME-type iterator,"Definition: In this task, implement a MIME-type iterator for WARC records in libwarc.
Emphasis & Caution: Iterator must correctly filter by MIME type.
Things to Avoid: Do not ignore MIME metadata."
"For each type of WARC-record, a set of functions shall be made available to create/modify the records properties.","The attributes of each WARC-record, as per the ISO standard specification, shall have a corresponding attribute in its peer C class.","Definition: In this task, map every ISO-standard WARC record attribute to a corresponding attribute in its peer C class.
Emphasis & Caution: Attribute mapping must be complete.
Things to Avoid: Do not omit standard attributes."
WARC Browser shall support a rewriting interface,WARC Browser shall support a client-side rewriting interface by using javascript code to rewrite links being delivered alongside archived content. This is based on the principles implemented in the Wayback Machine.,"Definition: In this task, implement client-side link rewriting in WARC Browser using JavaScript, following Wayback Machine principles.
Emphasis & Caution: All delivered links must be rewritten.
Things to Avoid: Do not fetch live web resources."
An Apache and Lighttp plug-in shall provide access to the libwarc API and WARC Browser over http,"A set of command line tools and an API incorporating libwarc shall enable the collection of online documents, such as html and embedded files, etc., and write them to valid WARC- records.","Definition: In this task, build command-line tools and an API using libwarc to collect online documents and store them as valid WARC records.
Emphasis & Caution: Output must conform to WARC specifications.
Things to Avoid: Do not write invalid WARC files."
A Python script shall be made available to enable rapid development of WARC based solutions,"Python scripts shall be implemented incorporating libwarc, and making all of the functionality of libwarc and API available in Python.","Definition: In this task, implement Python scripts that expose the full libwarc functionality and API in Python.
Emphasis & Caution: Ensure full feature coverage.
Things to Avoid: Do not expose partial functionality."
Dynamic memory management shall be hidden inside libwarc,Libwarc shall encapsulate and handle all memory management when processing WARCrecords.,"Definition: In this task, implement libwarc to fully manage memory during WARC record processing.
Emphasis & Caution: All memory handling must be internal to libwarc.
Things to Avoid: Do not expose manual memory management."
Dynamic memory management shall be hidden inside libwarc,"Developers using libwarc shall not be required to allocate/release memory directly, instead the developer shall use libwarc's object constructor and destructor functions.","Definition: In this task, require developers to use libwarc constructors and destructors instead of manual memory allocation.
Emphasis & Caution: Constructors and destructors must cover all use cases.
Things to Avoid: Do not require direct malloc or free calls."
A Java interface shall be implemented,A command line tool shall be implemented utilising libwarc to check the consistency of WARC-records and their conformance to the WARC ISO standard.,"Definition: In this task, implement a command-line tool using libwarc to validate WARC record consistency and ISO compliance.
Emphasis & Caution: Validation must follow the WARC ISO standard.
Things to Avoid: Do not ignore validation errors."
"The libwarc interfaces shall fully encapsulate and internal functionality, isolating by abstraction any tool or application based on libwarc from changes in the internal implementation.",Libwarc shall be incorporated within an Apache module to enable all actions specified in SRS 34-36 to be executed within Apache.,"Definition: In this task, integrate libwarc into an Apache module to execute SRS 34每36 actions within Apache.
Emphasis & Caution: All specified actions must run inside Apache.
Things to Avoid: Do not execute actions outside the Apache context."
Iterators can use exact pattern search or regex expressions,A set of command line tools incorporating libwarc shall perform migration of "curl" archives to WARC-records.,"Definition: In this task, build command-line tools using libwarc to migrate curl archives into WARC records.
Emphasis & Caution: Preserve content and metadata accurately.
Things to Avoid: Do not drop archive data."
A Java interface shall be implemented,"Python scripts shall be implemented incorporating libwarc, and making all of the functionality of libwarc and API available in Python.","Definition: In this task, implement Python scripts that expose all libwarc functionality and API to Python.
Emphasis & Caution: Feature coverage must be complete.
Things to Avoid: Do not expose partial APIs."
It shall be possible to convert ARC files to WARC files using a command-line tool called "arc2warc",Libwarc shall provide a WARC-record MIME-type iterator,"Definition: In this task, implement a MIME-type iterator for WARC records in libwarc.
Emphasis & Caution: Iterator must correctly filter by MIME type.
Things to Avoid: Do not ignore MIME information."
"The libwarc interfaces shall fully encapsulate and internal functionality, isolating by abstraction any tool or application based on libwarc from changes in the internal implementation.",Libwarc shall support non-compressed WARC-records and compressed WARC-records and files,"Definition: In this task, support both compressed and uncompressed WARC records and files in libwarc.
Emphasis & Caution: Both formats must work seamlessly.
Things to Avoid: Do not support only one format."
"Libwarc shall provide a plug-in interface to enable use of alternative compression libraries, such as ""gzip2"", ""7zip"", etc.",Libwarc shall be incorporated within an Apache module to enable all actions specified in SRS 34-36 to be executed within Apache.,"Definition: In this task, integrate libwarc into an Apache module to execute SRS 34每36 actions within Apache.
Emphasis & Caution: Apache integration must be stable.
Things to Avoid: Do not duplicate standalone logic."
An independent Java implementation of libwarc may be implemented,"Libwarc shall provide an API describing (1) the set of data, and (2) the set of operations that can be performed on the data. The data types shall be abstract (abstract data types - ADT), to ensure independence of concrete implementations.","Definition: In this task, define an abstract API in libwarc that specifies data sets and supported operations using abstract data types.
Emphasis & Caution: API must be implementation-independent.
Things to Avoid: Do not expose concrete data structures."
Libwarc shall use gzip as the default compression format,"It shall be possible to perform read operations (read from offset, filters, etc.) on WARCrecords from a remote location via http.","Definition: In this task, enable read operations on remote WARC records over HTTP, including offset and filter reads.
Emphasis & Caution: Remote access must support partial reads.
Things to Avoid: Do not require full file download."
The functionality of the library shall be exposed in such a way as to fit the metaphors and paradigms of the implementation language,"The universal header ""warc.h"" shall provide normalised interfaces to enable developers to create valid and compliant WARC-records, based on the definition in the ""ISO TC 46/SC 4 N 595"" standards document. The interfaces shall be made available to create WARC records of the following types:- ""warinfo""- ""response""- ""request""- ""metadata""- ""revisit""- ""conversion""- ""continuation""- ""resource""","Definition: In this task, provide normalized interfaces in warc.h to create all ISO-compliant WARC record types.
Emphasis & Caution: Interfaces must follow ISO TC 46/SC 4 N 595.
Things to Avoid: Do not create non-standard record types."
Libwarc shall provide a records iterator to handle WARC-type records,"Extensions to ""HTTrack"", ""wget"" and ""curl"" incorporating libwarc shall be provided as patches to recent and specific versions of each tool, to enable users of the tool to access functionality of libwarc","Definition: In this task, deliver libwarc extensions for HTTrack, wget, and curl as patches for specific tool versions.
Emphasis & Caution: Patches must match targeted versions.
Things to Avoid: Do not provide standalone forks."
It shall be possible to identify WARC files using the unix "file" command,"A magic number for WARC shall be created and incorporated in the ""file"" mime-type database, enabling the simple identification of WARC files via the Unix ""file"" command","Definition: In this task, define a WARC magic number and register it in the Unix file MIME database.
Emphasis & Caution: Magic number must uniquely identify WARC files.
Things to Avoid: Do not conflict with existing formats."
Libwarc shall provide a range of functions through a universal interface for reading a range of valid WARC-records,Any operations on WARC-records shall be possible using functions accepting the abstract handle as an argument.,"Definition: In this task, implement all WARC record operations via functions that accept an abstract handle.
Emphasis & Caution: Abstract handle usage is mandatory.
Things to Avoid: Do not allow direct record access."
It shall be possible to walk a curl directory and write the data to WARC files,"The payload (or the WARC-record document itself) are stored on disk, to avoid using memory heap, even for small objects.","Definition: In this task, store WARC payloads and records on disk instead of using heap memory.
Emphasis & Caution: Disk storage must be used even for small objects.
Things to Avoid: Do not load payloads fully into memory."
A Jhove plugin module and an output handler shall be made available for WARC files,WarcMdoule and WarcHandler plugin modules shall be implemented for Jhove Plugin layer to enable identification and validation of WARC files.,"Definition: In this task, implement WarcModule and WarcHandler plugins for the Jhove plugin layer to identify and validate WARC files.
Emphasis & Caution: Validation must integrate with Jhove workflows.
Things to Avoid: Do not bypass the Jhove plugin layer."
Libwarc shall provide a range of functions through a universal interface for reading a range of valid WARC-records,"Libwarc shall provide interfaces to SWIG wrappers to allow dynamic language bindings (Python, Ruby, Perl, Lua ...)","Definition: In this task, provide libwarc interfaces compatible with SWIG to enable dynamic language bindings.
Emphasis & Caution: Interfaces must be SWIG-friendly.
Things to Avoid: Do not hard-code language-specific bindings."
"Libwarc shall provide a range of functions through a universal interface for creating each type of valid WARC-record, thus ensuring the resulting WARC files conform to the prevailing WARC standard","A magic number for WARC shall be created and incorporated in the ""file"" mime-type database, enabling the simple identification of WARC files via the Unix ""file"" command","Definition: In this task, define a WARC magic number and register it in the Unix file MIME database.
Emphasis & Caution: Identification must work with the file command.
Things to Avoid: Do not duplicate existing signatures."
"The libwarc interfaces shall fully encapsulate and internal functionality, isolating by abstraction any tool or application based on libwarc from changes in the internal implementation.",The universal header "warc.h" shall ensure that deprecated function calls and changes to the library are notified at compile time.,"Definition: In this task, ensure warc.h reports deprecated functions and library changes at compile time.
Emphasis & Caution: Warnings must trigger during compilation.
Things to Avoid: Do not rely on runtime notifications."
Any software tool or application based on libwarc shall require just a single header file.,"It shall be possible for developers to access, modify and manipulate of all aspects of the WARC file format by including this single header file.","Definition: In this task, confirm that a single header file enables full access, modification, and manipulation of all WARC file format aspects.
Emphasis & Caution: Ensure all aspects are covered through one header only.
Things to Avoid: Using multiple headers or partial access."
Libwarc shall provide a range of functions through a universal interface for reading a range of valid WARC-records,"Libwarc shall provide an API describing (1) the set of data, and (2) the set of operations that can be performed on the data. The data types shall be abstract (abstract data types - ADT), to ensure independence of concrete implementations.","Definition: In this task, verify that libwarc provides an API defining abstract data types and the operations on them.
Emphasis & Caution: Data types must be abstract and implementation-independent.
Things to Avoid: Using concrete or implementation-specific types."
"The libwarc interfaces shall fully encapsulate and internal functionality, isolating by abstraction any tool or application based on libwarc from changes in the internal implementation.","Major revisions to the WARC ISO standard may lead to revisions of libwarc, but these revisions should be isolated and not affect any tools developed incorporating libwarc","Definition: In this task, ensure libwarc revisions from WARC ISO updates are isolated and do not impact dependent tools.
Emphasis & Caution: Changes must not break existing tools.
Things to Avoid: Introducing backward-incompatible changes."
Any software tool or application based on libwarc shall require just a single header file.,The universal header "warc.h" shall ensure that deprecated function calls and changes to the library are notified at compile time.,"Definition: In this task, check that the universal header warc.h reports deprecated calls and library changes at compile time.
Emphasis & Caution: Notifications must occur during compilation.
Things to Avoid: Runtime-only warnings or silent failures."
Libwarc shall provide a stable Application Programme Interface (API) to handle WARCrecords as abstract objects (ADT),"Libwarc shall provide an API describing (1) the set of data, and (2) the set of operations that can be performed on the data. The data types shall be abstract (abstract data types - ADT), to ensure independence of concrete implementations.","Definition: In this task, verify that libwarc provides an API defining abstract data types and the operations on them.
Emphasis & Caution: Maintain abstraction to ensure implementation independence.
Things to Avoid: Exposing concrete data structures."
"Libwarc shall provide a range of functions through a universal interface for creating each type of valid WARC-record, thus ensuring the resulting WARC files conform to the prevailing WARC standard",A set of command line tools incorporating libwarc shall perform migration of "HTTrack" archives to WARC-records.,"Definition: In this task, confirm that command-line tools using libwarc migrate HTTrack archives into WARC records.
Emphasis & Caution: Migration must correctly convert to WARC format.
Things to Avoid: Partial or incorrect archive conversion."
Libwarc shall provide a records iterator to handle WARC-type records,"Libwarc shall provide a generic iterator, to enable the developer to iterate over all WARCrecords and create an abstract WARC-document as a simple container","Definition: In this task, ensure libwarc provides a generic iterator over all WARC records to form an abstract WARC document container.
Emphasis & Caution: Iterator must cover all records uniformly.
Things to Avoid: Record-type-specific iteration logic."
Libwarc shall be memory safe and manage dynamic memory internally,Libwarc shall encapsulate and handle all memory management when processing WARCrecords.,"Definition: In this task, verify that libwarc fully encapsulates and manages memory during WARC record processing.
Emphasis & Caution: No manual memory handling by the developer.
Things to Avoid: Exposing memory allocation or deallocation to users."
Libwarc shall provide a stable Application Programme Interface (API) to handle WARCrecords as abstract objects (ADT),"It shall be possible to create a WARC-record using a constructor, which will returns an abstract handle to data representing the WARC-record.","Definition: In this task, confirm that a constructor can create a WARC record and return an abstract handle to it.
Emphasis & Caution: Returned handle must be abstract.
Things to Avoid: Returning concrete data representations."
Libwarc shall be memory safe and manage dynamic memory internally,"The payload (or the WARC-record document itself) are stored on disk, to avoid using memory heap, even for small objects.","Definition: In this task, verify that WARC payloads are stored on disk instead of in memory.
Emphasis & Caution: Disk storage must be used even for small objects.
Things to Avoid: Using heap memory for payload storage."
An Apache and Lighttp plug-in shall provide access to the libwarc API and WARC Browser over http,Libwarc shall be incorporated within a Lighttp module to enable all actions specified in SRS 34-36 to be executed within lighttp.,"Definition: In this task, verify that libwarc is integrated into a Lighttp module enabling all actions from SRS 34每36.
Emphasis & Caution: Actions must run inside Lighttp.
Things to Avoid: External execution outside the module."
"WARC extensions help content will be provided each of the commands ""curl"", ""wget"", and ""httrack""",SRS 38 -A web proxy interface shall be implemented that allows the user to set their web browser proxy to the one provided by the interface and thereby ensure all content is delivered from the archive and not from the live web.,"Definition: In this task, confirm a web proxy interface forces browsers to load content only from the archive.
Emphasis & Caution: No live web access is allowed.
Things to Avoid: Falling back to live web content."
"It shall be possible to collect arbitrary web content, such as html files, images etc. (for example from a web server document root directory), and write the data to WARC files","It shall be possible to perform read operations (read from offset, filters, etc.) on WARCrecords from a remote location via http.","Definition: In this task, verify remote HTTP read operations on WARC records (e.g., offset, filters).
Emphasis & Caution: Reads must work from remote locations.
Things to Avoid: Local-only access assumptions."
WARC files in various test-states shall be provided that test the Jhove deliverables,"It shall be possible to specify non-default operations of ""arc2warc"" using a named configuration file, which will describe the desired ARC-record to WARC-record conversion.","Definition: In this task, confirm arc2warc supports non-default operations via a named configuration file.
Emphasis & Caution: Config file must control ARC-to-WARC conversion.
Things to Avoid: Hard-coded or default-only behavior."
"Libwarc shall enable combinations of iterators to be used, i.e. composite iterators","The payload (or the WARC-record document itself) are stored on disk, to avoid using memory heap, even for small objects.","Definition: In this task, verify WARC payloads are stored on disk instead of heap memory.
Emphasis & Caution: Disk storage applies even to small objects.
Things to Avoid: Using heap memory for payloads."
Libwarc shall provide a MIMES iterator to handle MIME-types payloads,A command line tool "arc2warc" incorporating libwarc shall be able to migrate data in ARC-records to WARC-record format.,"Definition: In this task, confirm the arc2warc command-line tool migrates ARC records to WARC format.
Emphasis & Caution: Conversion must be complete and correct.
Things to Avoid: Partial or failed migrations."
It shall be possible to walk a wget mirror and write the data to WARC files,A set of command line tools incorporating libwarc shall perform migration of "wget" archives to WARC-records.,"Definition: In this task, verify command-line tools migrate wget archives into WARC records.
Emphasis & Caution: All archive content must be converted.
Things to Avoid: Skipping files or metadata."
WARC Browser shall support a proxy-style interface,SRS 38 -A web proxy interface shall be implemented that allows the user to set their web browser proxy to the one provided by the interface and thereby ensure all content is delivered from the archive and not from the live web.,"Definition: In this task, confirm a web proxy interface ensures browsers receive content only from the archive.
Emphasis & Caution: Proxy must fully block live web access.
Things to Avoid: Mixed archive and live responses."
"For each type of WARC-record, a set of functions shall be made available to create/modify the records properties.",The universal header "warc.h" shall ensure compatibility between all versions of libwarc.,"Definition: In this task, verify that warc.h ensures compatibility across all libwarc versions.
Emphasis & Caution: Compatibility must be maintained across versions.
Things to Avoid: Version-specific breakage."
Libwarc shall provide a records iterator to handle WARC-type records,SRS 15 -Libwarc shall include ADT objects to handle read operations on ARC-records,"Definition: In this task, confirm libwarc includes ADT objects for reading ARC records.
Emphasis & Caution: Objects must be abstract data types.
Things to Avoid: Using concrete or non-ADT structures."
"The C library shall be implemented to be compatible with the Simplified Wrapper and Interface Generator (SWIG, http://www.swig.org) - a wrapper for libwarc C code to allow it to be called natively in a wide variety of languages.","Libwarc shall provide interfaces to SWIG wrappers to allow dynamic language bindings (Python, Ruby, Perl, Lua ...)","Definition: In this task, verify that libwarc exposes interfaces for SWIG wrappers enabling dynamic language bindings.
Emphasis & Caution: Bindings must support multiple dynamic languages.
Things to Avoid: Language-specific or hard-coded interfaces."
Libwarc shall provide a stable Application Programme Interface (API) to handle WARCrecords as abstract objects (ADT),"Libwarc shall provide interfaces to SWIG wrappers to allow dynamic language bindings (Python, Ruby, Perl, Lua ...)","Definition: In this task, confirm that libwarc provides SWIG wrapper interfaces for dynamic language bindings.
Emphasis & Caution: Interfaces must be reusable across languages.
Things to Avoid: Duplicated or inconsistent wrapper definitions."
It shall be possible to walk a curl directory and write the data to WARC files,"Libwarc and the bindings to its functionality shall enable the use of libwarc's iterators described in SRS 16-20 to be used within various dynamic languages and in Java v1.4 and earlier, using metaphors and paradigms familiar to those languages.","Definition: In this task, ensure libwarc iterators work in dynamic languages and Java ≒1.4 using familiar language paradigms.
Emphasis & Caution: Follow idioms of each target language.
Things to Avoid: Forcing C-style usage in higher-level languages."
Iterators can use exact pattern search or regex expressions,A set of command line tools incorporating libwarc shall perform migration of "wget" archives to WARC-records.,"Definition: In this task, verify command-line tools migrate wget archives into WARC records.
Emphasis & Caution: Migration must be complete.
Things to Avoid: Ignoring files or metadata."
"The libwarc interfaces shall fully encapsulate and internal functionality, isolating by abstraction any tool or application based on libwarc from changes in the internal implementation.","Libwarc shall provide an API describing (1) the set of data, and (2) the set of operations that can be performed on the data. The data types shall be abstract (abstract data types - ADT), to ensure independence of concrete implementations.","Definition: In this task, confirm libwarc provides an API with abstract data types and defined operations.
Emphasis & Caution: Data types must remain abstract.
Things to Avoid: Exposing concrete implementations."
"It shall be possible to collect arbitrary web content, such as html files, images etc. (for example from a web server document root directory), and write the data to WARC files","A set of command line tools and an API incorporating libwarc shall enable the collection of online documents, such as html and embedded files, etc., and write them to valid WARC- records.","Definition: In this task, verify tools and API collect online content and store it as valid WARC records.
Emphasis & Caution: Output must conform to WARC format.
Things to Avoid: Writing invalid or incomplete records."
An independent Java implementation of libwarc may be implemented,Each WARC-record shall be accessible via a peer C class of the same name.,"Definition: In this task, confirm each WARC record is accessible through a peer C class with the same name.
Emphasis & Caution: One-to-one mapping is required.
Things to Avoid: Missing or mismatched class names."
"WARC extensions shall be released as a patch to each of the commands ""curl"", ""wget"", and ""httrack"" projects",A Java interface to libwarc shall be implemented using the SWIG wrapper and/or JNI,"Definition: In this task, verify a Java interface to libwarc exists using SWIG and/or JNI.
Emphasis & Caution: Interface must be usable from Java.
Things to Avoid: Native-only access without Java bindings."
Libwarc shall provide a default iterator as a built-in function,A Java interface to libwarc shall be implemented using the SWIG wrapper and/or JNI,"Definition: In this task, confirm a Java interface to libwarc is implemented via SWIG and/or JNI.
Emphasis & Caution: Ensure compatibility with Java environments.
Things to Avoid: Java-incompatible bindings."
Libwarc shall provide ARC-record reader functionality Libwarc reader will thereby make read operations as simple as possible.,Libwarc's iterators may be combined into composite iterators to enable the developer to more than one search field,"Definition: In this task, verify libwarc iterators can be combined into composite iterators for multi-field searches.
Emphasis & Caution: Combined iterators must work together correctly.
Things to Avoid: Single-field-only search behavior."
"Libwarc shall provide a range of functions through a universal interface for creating each type of valid WARC-record, thus ensuring the resulting WARC files conform to the prevailing WARC standard","It shall be possible to specify non-default operations of ""arc2warc"" using a named configuration file, which will describe the desired ARC-record to WARC-record conversion.","Definition: In this task, verify that arc2warc supports non-default operations via a named configuration file.
Emphasis & Caution: The config file must control ARC-to-WARC conversion behavior.
Things to Avoid: Hard-coded or default-only processing."
A Python interface shall be implemented,A Python interface to libwarc shall be implemented using the SWIG wrapper,"Definition: In this task, confirm a Python interface to libwarc is implemented using SWIG.
Emphasis & Caution: Interface must be usable from Python.
Things to Avoid: Non-SWIG or Python-incompatible bindings."
ARC to WARC conversions made by arc2warc shall be carried out according to a specification in a configuration file,"It shall be possible to specify non-default operations of ""arc2warc"" using a named configuration file, which will describe the desired ARC-record to WARC-record conversion.","Definition: In this task, ensure arc2warc allows non-default operations through a named configuration file.
Emphasis & Caution: Configuration must describe conversion rules.
Things to Avoid: Ignoring the configuration file."
A Python script shall be made available to enable rapid development of WARC based solutions,WarcMdoule and WarcHandler plugin modules shall be implemented for Jhove Plugin layer to enable identification and validation of WARC files.,"Definition: In this task, verify WarcModule and WarcHandler plugins enable WARC identification and validation in Jhove.
Emphasis & Caution: Plugins must integrate with the Jhove plugin layer.
Things to Avoid: Standalone validation outside Jhove."
A Python interface shall be implemented,Libwarc's generic iterators may be customised for different purposes via callback handlers (i.e. hooks),"Definition: In this task, confirm libwarc iterators can be customized using callback handlers.
Emphasis & Caution: Callbacks must modify iterator behavior.
Things to Avoid: Fixed, non-customizable iterators."
"For each type of WARC-record, a set of functions shall be made available to create/modify the records properties.","Extensions to ""HTTrack"", ""wget"" and ""curl"" incorporating libwarc shall be provided as patches to recent and specific versions of each tool, to enable users of the tool to access functionality of libwarc","Definition: In this task, verify patches extend HTTrack, wget, and curl to access libwarc functionality.
Emphasis & Caution: Patches must target recent, specific tool versions.
Things to Avoid: Unversioned or incompatible patches."
